calculation_run_id,research_method_version,source_row_index,price_column,card_name,card_number,rarity_key,price_used,observed_pull_count,expected_copies_per_pack,ev_contribution_per_pack,ev_share,ev_rank,sim_pack_count,built_at
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,20,Price ($),Corviknight,148/193,uncommon,0.16,42655,0.042655,0.0068248,0.0011764846020199686,138,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,20,Reverse Variant Price ($),Corviknight,148/193,uncommon,0.2,10601,0.010601,0.0021202000000000005,0.0003654880220962868,363,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,21,Price ($),Dedenne ex,093/193,double rare,1.11,8236,0.008236,0.009141960000000001,0.0015759253270839402,94,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,22,Price ($),Deino,138/193,common,0.06,49718,0.049718,0.00298308,0.0005142345104023162,289,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,22,Reverse Variant Price ($),Deino,138/193,common,0.18,10822,0.010822,0.00194796,0.00033579664537434334,393,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,23,Price ($),Delibird,046/193,common,0.08,49735,0.049735,0.0039788,0.00068588045576677,242,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,23,Reverse Variant Price ($),Delibird,046/193,common,0.17,10645,0.010645,0.00180965,0.00031195424921542556,421,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,24,Price ($),Dendra,179/193,uncommon,0.1,42677,0.042677,0.0042677,0.0007356821205076516,240,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,24,Reverse Variant Price ($),Dendra,179/193,uncommon,0.17,10718,0.010718,0.0018220600000000001,0.00031409353152568636,416,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,25,Price ($),Dendra,266/193,special illustration rare,9.89,2077,0.002077,0.020541530000000002,0.00354102592705006,52,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,26,Price ($),Dunsparce,156/193,common,0.18,49041,0.049041,0.00882738,0.0015216968476994242,99,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,26,Reverse Variant Price ($),Dunsparce,156/193,common,0.27,10751,0.010751,0.00290277,0.0005003903716160919,294,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,27,Price ($),Eiscue,205/193,illustration rare,21.29,2108,0.002108,0.04487932,0.007736465380542554,24,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,28,Price ($),Electrode,067/193,uncommon,0.09,42604,0.042604,0.0038343599999999998,0.0006609813472338071,252,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,28,Reverse Variant Price ($),Electrode,067/193,uncommon,0.24,10771,0.010771,0.00258504,0.00044561888342599046,309,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,29,Price ($),Falkner,251/193,ultra rare,1.35,2479,0.002479,0.00334665,0.0005769080695918017,271,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,30,Price ($),Farigiraf,228/193,illustration rare,14.56,2128,0.002128,0.03098368,0.005341082879192659,37,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,31,Price ($),Fighting Au Lait,181/193,uncommon,0.07,42791,0.042791,0.0029953700000000002,0.0005163531066628406,287,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,31,Reverse Variant Price ($),Fighting Au Lait,181/193,uncommon,0.17,10821,0.010821,0.0018395700000000002,0.00031711197094975297,413,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,32,Price ($),Flamigo,170/193,uncommon,0.2,42890,0.04289,0.008578,0.0014787077886717988,102,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,32,Reverse Variant Price ($),Flamigo,170/193,uncommon,0.23,10546,0.010546,0.00242558,0.00041813057100099574,327,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,33,Price ($),Fletchinder,029/193,uncommon,0.13,42828,0.042828,0.0055676400000000004,0.0009597706496293604,185,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,33,Reverse Variant Price ($),Fletchinder,029/193,uncommon,0.19,10623,0.010623,0.0020183700000000002,0.00034793418505729755,387,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,34,Price ($),Fletchinder,199/193,illustration rare,20.48,2211,0.002211,0.04528128,0.007805756751810275,23,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,35,Price ($),Fletchling,163/193,common,0.12,49480,0.04948,0.0059375999999999995,0.0010235457409673199,169,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,35,Reverse Variant Price ($),Fletchling,163/193,common,0.18,10748,0.010748,0.0019346399999999998,0.0003335004938535799,397,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,36,Price ($),Floragato,014/193,uncommon,0.21,43183,0.043183,0.00906843,0.001563249950107834,95,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,36,Reverse Variant Price ($),Floragato,014/193,uncommon,0.25,10629,0.010629,0.00265725,0.0004580667138549938,302,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,37,Price ($),Forretress ex,005/193,double rare,0.64,8241,0.008241,0.0052742399999999995,0.0009091932580233559,192,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,38,Price ($),Frigibax,058/193,common,0.12,49380,0.04938,0.0059256,0.0010214771359936593,172,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,38,Reverse Variant Price ($),Frigibax,058/193,common,0.19,10688,0.010688,0.00203072,0.0003500631243426901,382,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,39,Price ($),Fuecoco,035/193,common,0.22,49054,0.049054,0.010791879999999998,0.001860344720262463,76,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,39,Reverse Variant Price ($),Fuecoco,035/193,common,0.62,10698,0.010698,0.0066327600000000006,0.0011433800270914851,141,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,40,Price ($),Fuecoco,201/193,illustration rare,58.42,2181,0.002181,0.12741402000000002,0.021964106290508784,6,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,41,Price ($),Garganacl,123/193,rare,0.16,32007,0.032007,0.00512112,0.0008827978585594453,205,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,41,Reverse Variant Price ($),Garganacl,123/193,rare,0.23,10313,0.010313,0.00237199,0.0004088925259561226,329,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,42,Price ($),Giacomo,182/193,uncommon,0.12,42887,0.042887,0.0051464399999999995,0.0008871626150538693,199,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,42,Reverse Variant Price ($),Giacomo,182/193,uncommon,0.18,10729,0.010729,0.00193122,0.0003329109414360866,399,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,43,Price ($),Giacomo,252/193,ultra rare,1.23,2467,0.002467,0.00303441,0.00052308296817715,282,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,44,Price ($),Giacomo,267/193,special illustration rare,5.17,2087,0.002087,0.010789789999999999,0.0018599844382295506,77,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,45,Price ($),Girafarig,154/193,common,0.12,49333,0.049333,0.00591996,0.001020504891656039,173,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,45,Reverse Variant Price ($),Girafarig,154/193,common,0.17,10739,0.010739,0.0018256300000000002,0.00031470894150535043,414,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,46,Price ($),Glimmet,125/193,common,0.1,49522,0.049522,0.0049522,0.0008536787958802147,213,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,46,Reverse Variant Price ($),Glimmet,125/193,common,0.16,10545,0.010545,0.0016872,0.00029084585929669605,441,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,47,Price ($),Gothita,090/193,common,0.12,49722,0.049722,0.00596664,0.0010285517650035789,168,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,47,Reverse Variant Price ($),Gothita,090/193,common,0.19,10676,0.010676,0.00202844,0.00034967008939769444,384,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,48,Price ($),Gothitelle,092/193,uncommon,0.15,42782,0.042782,0.0064173,0.001106238224789407,151,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,48,Reverse Variant Price ($),Gothitelle,092/193,uncommon,0.21,10677,0.010677,0.00224217,0.0003865136678160698,343,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,49,Price ($),Grafaiai,146/193,uncommon,0.06,42920,0.04292,0.0025751999999999997,0.00044392262734758867,310,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,49,Reverse Variant Price ($),Grafaiai,146/193,uncommon,0.18,10516,0.010516,0.0018928799999999998,0.0003263017485452406,409,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,50,Price ($),Grusha,184/193,uncommon,0.12,42852,0.042852,0.00514224,0.0008864386033130882,200,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,50,Reverse Variant Price ($),Grusha,184/193,uncommon,0.13,10667,0.010667,0.00138671,0.00023904626691875378,450,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,51,Price ($),Grusha,268/193,special illustration rare,19.85,2130,0.00213,0.0422805,0.0072884710490718095,25,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,52,Price ($),Gyarados,043/193,rare,0.32,31905,0.031905,0.010209600000000001,0.0017599691115905336,82,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,52,Reverse Variant Price ($),Gyarados,043/193,rare,0.42,10418,0.010418,0.00437556,0.0007542754315459052,238,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,53,Price ($),Heracross,194/193,illustration rare,34.72,2123,0.002123,0.07371056,0.01270650258560969,12,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,54,Price ($),Hydreigon,140/193,rare,0.19,31796,0.031796,0.00604124,0.0010414115925898365,163,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,54,Reverse Variant Price ($),Hydreigon,140/193,rare,0.22,10336,0.010336,0.00227392,0.00039198685180888047,338,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,55,Price ($),Iono,254/193,ultra rare,10.7,2485,0.002485,0.0265895,0.004583597662262624,42,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,56,Price ($),Jet Energy,190/193,uncommon,0.27,42474,0.042474,0.011467980000000001,0.0019768933721534643,70,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,56,Reverse Variant Price ($),Jet Energy,190/193,uncommon,0.35,10843,0.010843,0.00379505,0.0006542049421075903,254,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,57,Price ($),Kilowattrel,082/193,uncommon,0.12,42670,0.04267,0.0051204,0.0008826737422610256,206,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,57,Reverse Variant Price ($),Kilowattrel,082/193,uncommon,0.17,10728,0.010728,0.0018237600000000002,0.000314386583896955,415,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,58,Price ($),Litleo,031/193,common,0.08,49497,0.049497,0.0039597600000000005,0.0006825982692085617,243,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,58,Reverse Variant Price ($),Litleo,031/193,common,0.15,10766,0.010766,0.0016148999999999998,0.0002783825143303902,443,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,59,Price ($),Luvdisc,047/193,common,0.12,49271,0.049271,0.005912519999999999,0.001019222356572369,174,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,59,Reverse Variant Price ($),Luvdisc,047/193,common,0.19,10717,0.010717,0.00203623,0.0003510129587930959,380,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,60,Price ($),Luxio,070/193,uncommon,0.12,42909,0.042909,0.00514908,0.0008876177081480747,197,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,60,Reverse Variant Price ($),Luxio,070/193,uncommon,0.23,10599,0.010599,0.00243777,0.0004202319288867394,324,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,61,Price ($),Lycanroc ex,117/193,double rare,1.03,8245,0.008245,0.008492350000000001,0.0014639431206722954,106,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,62,Price ($),Makuhita,112/193,common,0.1,49422,0.049422,0.004942200000000001,0.0008519549584021642,215,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,62,Reverse Variant Price ($),Makuhita,112/193,common,0.17,10580,0.01058,0.0017986000000000002,0.0003100494088021797,426,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,63,Price ($),Mankey,106/193,common,0.13,49244,0.049244,0.0064017200000000005,0.0011035524859986043,154,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,63,Reverse Variant Price ($),Mankey,106/193,common,0.16,10770,0.01077,0.0017232,0.0002970516742176782,432,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,64,Price ($),Marill,204/193,illustration rare,54.54,2162,0.002162,0.11791547999999999,0.020326712366632513,8,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,65,Price ($),Maschiff,142/193,common,0.1,49612,0.049612,0.004961200000000001,0.0008552302496104603,209,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,65,Reverse Variant Price ($),Maschiff,142/193,common,0.21,10638,0.010638,0.00223398,0.00038510184492154635,346,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,66,Price ($),Maushold,226/193,illustration rare,95.4,2202,0.002202,0.21007080000000003,0.03621279180840706,3,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,67,Price ($),Meowscarada ex,015/193,double rare,0.89,8179,0.008179,0.007279310000000001,0.0012548347392348463,131,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,68,Price ($),Meowscarada ex,231/193,ultra rare,4.51,2495,0.002495,0.011252449999999999,0.0019397395029890393,73,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,69,Price ($),Meowscarada ex,271/193,hyper rare,8.77,1980,0.00198,0.017364599999999997,0.0029933748271357323,56,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,70,Price ($),Misdreavus,087/193,common,0.17,49532,0.049532,0.008420440000000001,0.0014515470053676337,107,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,70,Reverse Variant Price ($),Misdreavus,087/193,common,0.21,10656,0.010656,0.0022377599999999997,0.00038575345548824946,344,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,71,Price ($),Mismagius,212/193,illustration rare,35.84,2165,0.002165,0.07759360000000001,0.013375875573686651,11,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,72,Price ($),Murkrow,131/193,common,0.16,49292,0.049292,0.00788672,0.0013595423514891172,116,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,72,Reverse Variant Price ($),Murkrow,131/193,common,0.18,10926,0.010926,0.0019666799999999997,0.000339023669133254,391,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,73,Price ($),Nacli,121/193,common,0.1,49490,0.04949,0.004949,0.0008531271678872385,214,1000000,2026-08-23T16:55:40.603182+00:00
14323aa8-03e8-408d-a34d-351aa4a60da0,ev_representativeness_v1,73,Reverse Variant Price ($),Nacli,121/193,common,0.17,10628,0.010628,0.0018067600000000001,0.00031145606018426897,423,1000000,2026-08-23T16:55:40.603182+00:00
