canonical_card_id,card_variant_id,card_name,card_number,set_id,set_name,era,raw_rarity,canonical_treatment,printing_type,special_type,edition,modeled_probability,expected_packs,log_expected_packs,information_bits,calculation_run_id,model_source,model_version,probability_role
67b2e6da-158b-45e5-9aab-6b827b2aaf99,a833286f-ecb6-4490-a55b-0fd8e9f5372a,Castform Sunny Form,20,f59f25a2-d3da-4100-a918-901271a99925,Surging Sparks,Scarlet and Violet,Common,common,non-holo,,,0.04436,22.542831379621283,3.115417116499971,4.494596824275102,78af1da1-2555-4b86-8aa3-8373cca94647,monte_carlo_exact_variant_frequency_v1,exact_variant_pull_frequency_v1,derived pack-presence result
6d2f9553-2ba2-4c3f-8056-e56e9b7d932d,df67bcd4-ad74-4407-84da-16c129b669c6,Blitzle,62,f59f25a2-d3da-4100-a918-901271a99925,Surging Sparks,Scarlet and Violet,Common,common,non-holo,,,0.044539,22.452232874559375,3.1113900691337424,4.488787023010419,78af1da1-2555-4b86-8aa3-8373cca94647,monte_carlo_exact_variant_frequency_v1,exact_variant_pull_frequency_v1,derived pack-presence result
fd27af78-86a4-4de7-b56f-d8f8bd0e3e64,f81fbabd-aa5b-49e1-bc86-d0021c2c29b9,Oricorio,89,f59f25a2-d3da-4100-a918-901271a99925,Surging Sparks,Scarlet and Violet,Common,common,non-holo,,,0.044511,22.46635663094516,3.112018929345371,4.489694276519148,78af1da1-2555-4b86-8aa3-8373cca94647,monte_carlo_exact_variant_frequency_v1,exact_variant_pull_frequency_v1,derived pack-presence result
77c6710d-9e62-4f75-889a-776db16cc659,be5e6b1d-0a11-47a0-99d3-5899e25732d1,Zangoose,149,f59f25a2-d3da-4100-a918-901271a99925,Surging Sparks,Scarlet and Violet,Common,common,non-holo,,,0.044937,22.253376949952155,3.1024937701274453,4.475952376551769,78af1da1-2555-4b86-8aa3-8373cca94647,monte_carlo_exact_variant_frequency_v1,exact_variant_pull_frequency_v1,derived pack-presence result
64c24a32-c46a-423e-b790-49d8b00bf7fe,2cf04811-acad-4cc8-afeb-014856ed60b4,Exeggcute,1,f59f25a2-d3da-4100-a918-901271a99925,Surging Sparks,Scarlet and Violet,Common,common,non-holo,,,0.044735,22.353861629596516,3.106999085982578,4.482452173393607,78af1da1-2555-4b86-8aa3-8373cca94647,monte_carlo_exact_variant_frequency_v1,exact_variant_pull_frequency_v1,derived pack-presence result
7092e891-93f0-4dda-89e8-c29d547d7535,650f9bc1-23c5-48ff-a29c-20f8476de93f,Rotom,61,f59f25a2-d3da-4100-a918-901271a99925,Surging Sparks,Scarlet and Violet,Common,common,non-holo,,,0.044398,22.5235370962656,3.1145608556035613,4.493361500926145,78af1da1-2555-4b86-8aa3-8373cca94647,monte_carlo_exact_variant_frequency_v1,exact_variant_pull_frequency_v1,derived pack-presence result
3c6b533c-59cd-42c5-8b7a-c8f777e28d2d,1db27090-3de9-49a3-9fda-76c2087cbfc8,Yamask,82,f59f25a2-d3da-4100-a918-901271a99925,Surging Sparks,Scarlet and Violet,Common,common,non-holo,,,0.044774,22.334390494483404,3.106127665176447,4.481194978918075,78af1da1-2555-4b86-8aa3-8373cca94647,monte_carlo_exact_variant_frequency_v1,exact_variant_pull_frequency_v1,derived pack-presence result
9f79a78e-6caa-4261-9d8d-55dcfddb5c0a,07dc7780-91ec-4f56-9197-b697bccabee3,Capsakid,12,f59f25a2-d3da-4100-a918-901271a99925,Surging Sparks,Scarlet and Violet,Common,common,non-holo,,,0.044905,22.269235051775972,3.103206131859224,4.476980097289525,78af1da1-2555-4b86-8aa3-8373cca94647,monte_carlo_exact_variant_frequency_v1,exact_variant_pull_frequency_v1,derived pack-presence result
0349964a-3c93-403a-922c-2821680df820,17dea60c-09ad-48ce-a60a-3f6ddff28a1b,Charcadet,33,f59f25a2-d3da-4100-a918-901271a99925,Surging Sparks,Scarlet and Violet,Common,common,non-holo,,,0.044722,22.36035955458164,3.107289728416183,4.482871481791241,78af1da1-2555-4b86-8aa3-8373cca94647,monte_carlo_exact_variant_frequency_v1,exact_variant_pull_frequency_v1,derived pack-presence result
d0d63cd4-a82b-44d5-8cb6-b013c4d15765,c564bc3c-760c-4e4a-b8cb-75f3e4d80072,Dhelmise,10,f59f25a2-d3da-4100-a918-901271a99925,Surging Sparks,Scarlet and Violet,Common,common,non-holo,,,0.044634,22.404445041896313,3.109259378544878,4.485713086264195,78af1da1-2555-4b86-8aa3-8373cca94647,monte_carlo_exact_variant_frequency_v1,exact_variant_pull_frequency_v1,derived pack-presence result
b499c2b7-8bb3-4738-b023-2399d0715839,889866b6-687b-45e2-812e-18c150ae2e7e,Eevee,143,f59f25a2-d3da-4100-a918-901271a99925,Surging Sparks,Scarlet and Violet,Common,common,non-holo,,,0.044555,22.444170126809563,3.111030897917454,4.4882688484778495,78af1da1-2555-4b86-8aa3-8373cca94647,monte_carlo_exact_variant_frequency_v1,exact_variant_pull_frequency_v1,derived pack-presence result
bf950376-d26a-4837-85b4-406fe178f40a,69672b4e-5013-42e1-a6db-d13609faa3f0,Gimmighoul,97,f59f25a2-d3da-4100-a918-901271a99925,Surging Sparks,Scarlet and Violet,Common,common,non-holo,,,0.044949,22.24743598300296,3.10222676525302,4.475567169943543,78af1da1-2555-4b86-8aa3-8373cca94647,monte_carlo_exact_variant_frequency_v1,exact_variant_pull_frequency_v1,derived pack-presence result
95c683d8-a9f0-4a95-a0e7-b147c7207175,0ba7021c-8445-4c70-8436-e1d05b5bc8cd,Helioptile,154,f59f25a2-d3da-4100-a918-901271a99925,Surging Sparks,Scarlet and Violet,Common,common,non-holo,,,0.044665,22.388895108026418,3.1085650818283344,4.484711427834333,78af1da1-2555-4b86-8aa3-8373cca94647,monte_carlo_exact_variant_frequency_v1,exact_variant_pull_frequency_v1,derived pack-presence result
75746ec7-9b3b-4155-ae60-2e765237541f,13f55e80-eeeb-440b-bd13-136fa2ca13be,Mankey,98,f59f25a2-d3da-4100-a918-901271a99925,Surging Sparks,Scarlet and Violet,Common,common,non-holo,,,0.044413,22.515930020489495,3.11422305960661,4.492874164316511,78af1da1-2555-4b86-8aa3-8373cca94647,monte_carlo_exact_variant_frequency_v1,exact_variant_pull_frequency_v1,derived pack-presence result
43a8af0d-ad8a-41b6-b3db-7916b14469e3,abb64d35-d1f7-482c-91cf-de77333893d1,Oricorio,26,f59f25a2-d3da-4100-a918-901271a99925,Surging Sparks,Scarlet and Violet,Common,common,non-holo,,,0.045165,22.14103841470165,3.09743282838033,4.4686509809909785,78af1da1-2555-4b86-8aa3-8373cca94647,monte_carlo_exact_variant_frequency_v1,exact_variant_pull_frequency_v1,derived pack-presence result
8d6aa4f3-83a5-48c1-9712-28a8fe96266b,19b9b964-da6b-437e-a7fc-a58088b98ee5,Rufflet,152,f59f25a2-d3da-4100-a918-901271a99925,Surging Sparks,Scarlet and Violet,Common,common,non-holo,,,0.044705,22.36886254333967,3.1076699267948555,4.483419992106706,78af1da1-2555-4b86-8aa3-8373cca94647,monte_carlo_exact_variant_frequency_v1,exact_variant_pull_frequency_v1,derived pack-presence result
9d9bd010-71ea-447b-b4cb-478555cf1833,439e08d1-d27a-4785-849b-967a613430be,Skarmory,124,f59f25a2-d3da-4100-a918-901271a99925,Surging Sparks,Scarlet and Violet,Common,common,non-holo,,,0.044674,22.384384653265883,3.108363602070772,4.4844207539872585,78af1da1-2555-4b86-8aa3-8373cca94647,monte_carlo_exact_variant_frequency_v1,exact_variant_pull_frequency_v1,derived pack-presence result
9c9bb17e-74ec-4ae9-8dd3-0fdcc8193be7,e3c379e5-888b-40a4-997e-2b29cee4c73c,Swablu,148,f59f25a2-d3da-4100-a918-901271a99925,Surging Sparks,Scarlet and Violet,Common,common,non-holo,,,0.04472,22.361359570661897,3.1073344501352933,4.482936001593622,78af1da1-2555-4b86-8aa3-8373cca94647,monte_carlo_exact_variant_frequency_v1,exact_variant_pull_frequency_v1,derived pack-presence result
680f6c19-2a10-495a-90fd-372b0b1f64b6,1b86c6f9-2f23-423e-a14f-159190615791,Uxie,78,f59f25a2-d3da-4100-a918-901271a99925,Surging Sparks,Scarlet and Violet,Common,common,non-holo,,,0.044821,22.310970304098525,3.105078499390159,4.479681352641126,78af1da1-2555-4b86-8aa3-8373cca94647,monte_carlo_exact_variant_frequency_v1,exact_variant_pull_frequency_v1,derived pack-presence result
749c7758-48e0-4099-af7d-f56ebb2270fe,fdae3d89-9058-4c15-ae59-a5a94343cd2e,Vulpix,16,f59f25a2-d3da-4100-a918-901271a99925,Surging Sparks,Scarlet and Violet,Common,common,non-holo,,,0.044526,22.45878812379284,3.1116819907660855,4.4892081769017285,78af1da1-2555-4b86-8aa3-8373cca94647,monte_carlo_exact_variant_frequency_v1,exact_variant_pull_frequency_v1,derived pack-presence result
a0e08c3c-becd-4aac-93c1-8144685d1c03,1c6b7788-3b95-4832-b6da-e9db9131dc74,Larvesta,24,f59f25a2-d3da-4100-a918-901271a99925,Surging Sparks,Scarlet and Violet,Common,common,non-holo,,,0.044391,22.527088824311235,3.11471853279363,4.493588981026319,78af1da1-2555-4b86-8aa3-8373cca94647,monte_carlo_exact_variant_frequency_v1,exact_variant_pull_frequency_v1,derived pack-presence result
594eef77-75ff-4787-bb91-ef1f82d7eb93,c768bec9-9b74-4ac1-a817-38c482b80eed,Quaxwell,51,f59f25a2-d3da-4100-a918-901271a99925,Surging Sparks,Scarlet and Violet,Common,common,non-holo,,,0.044631,22.405951020591072,3.109326594138921,4.485810057868392,78af1da1-2555-4b86-8aa3-8373cca94647,monte_carlo_exact_variant_frequency_v1,exact_variant_pull_frequency_v1,derived pack-presence result
3d33db56-f68b-47f6-9510-212d16008a89,744d2f0c-17ed-4cc9-a537-5c5803e7b5eb,Smoochum,75,f59f25a2-d3da-4100-a918-901271a99925,Surging Sparks,Scarlet and Violet,Common,common,non-holo,,,0.044557,22.443162690486343,3.110986010584652,4.488204089745417,78af1da1-2555-4b86-8aa3-8373cca94647,monte_carlo_exact_variant_frequency_v1,exact_variant_pull_frequency_v1,derived pack-presence result
af78285d-231d-46db-9bea-163a209236c0,8713129a-9611-40a1-867e-104eebae1f9c,Sandygast,90,f59f25a2-d3da-4100-a918-901271a99925,Surging Sparks,Scarlet and Violet,Common,common,non-holo,,,0.044633,22.404947012300315,3.109281783240903,4.485745409408043,78af1da1-2555-4b86-8aa3-8373cca94647,monte_carlo_exact_variant_frequency_v1,exact_variant_pull_frequency_v1,derived pack-presence result
b36eac21-2a53-4828-810d-abb4e656a96e,612ba99d-2f51-4413-b7d6-4357d1fda4a6,Deino,117,f59f25a2-d3da-4100-a918-901271a99925,Surging Sparks,Scarlet and Violet,Common,common,non-holo,,,0.044476,22.484036334202717,3.1128055611411343,4.490829146309902,78af1da1-2555-4b86-8aa3-8373cca94647,monte_carlo_exact_variant_frequency_v1,exact_variant_pull_frequency_v1,derived pack-presence result
7a996c2b-14e1-4981-94f6-3cf933ef1728,d2fd3bcd-c721-40da-b6fa-d49bc6931f3a,Scatterbug,5,f59f25a2-d3da-4100-a918-901271a99925,Surging Sparks,Scarlet and Violet,Common,common,non-holo,,,0.044589,22.427056000358835,3.1102680871472694,4.487168345162568,78af1da1-2555-4b86-8aa3-8373cca94647,monte_carlo_exact_variant_frequency_v1,exact_variant_pull_frequency_v1,derived pack-presence result
743b6f25-7e91-4f06-ba97-8b02afd010bb,4aaf2d2f-fc8c-4a86-897d-de27fb15cd8a,Charcadet,32,f59f25a2-d3da-4100-a918-901271a99925,Surging Sparks,Scarlet and Violet,Common,common,non-holo,,,0.044907,22.268243258289353,3.1031615943809285,4.476915843290454,78af1da1-2555-4b86-8aa3-8373cca94647,monte_carlo_exact_variant_frequency_v1,exact_variant_pull_frequency_v1,derived pack-presence result
90ff8f19-4cd6-4642-929b-4719324d7b65,b8831051-bfbf-4d64-9fa6-ed61dcf9f79d,Togetic,71,f59f25a2-d3da-4100-a918-901271a99925,Surging Sparks,Scarlet and Violet,Common,common,non-holo,,,0.044744,22.349365278026106,3.1067979214628503,4.4821619543385935,78af1da1-2555-4b86-8aa3-8373cca94647,monte_carlo_exact_variant_frequency_v1,exact_variant_pull_frequency_v1,derived pack-presence result
0d573f29-7e59-407b-a734-45b3e157de56,48269a73-0bca-425b-a3df-c082f01dd13c,Trapinch,104,f59f25a2-d3da-4100-a918-901271a99925,Surging Sparks,Scarlet and Violet,Common,common,non-holo,,,0.04479,22.326412145568206,3.1057703787629283,4.480679523581114,78af1da1-2555-4b86-8aa3-8373cca94647,monte_carlo_exact_variant_frequency_v1,exact_variant_pull_frequency_v1,derived pack-presence result
f761a9b9-b8f5-410d-9cf5-b3fb215bea11,0413d0f9-0ad2-4c56-8595-57c070fc74e0,Heliolisk,155,f59f25a2-d3da-4100-a918-901271a99925,Surging Sparks,Scarlet and Violet,Common,common,non-holo,,,0.044627,22.407959307145898,3.109416221959456,4.485939363480604,78af1da1-2555-4b86-8aa3-8373cca94647,monte_carlo_exact_variant_frequency_v1,exact_variant_pull_frequency_v1,derived pack-presence result
5e85c5dd-d23c-458c-adf9-12af02611cbc,09dfb26d-c7e8-402b-90e8-4654888d94ce,Pansear,22,f59f25a2-d3da-4100-a918-901271a99925,Surging Sparks,Scarlet and Violet,Common,common,non-holo,,,0.044767,22.33788281546675,3.106284018132395,4.481420548552249,78af1da1-2555-4b86-8aa3-8373cca94647,monte_carlo_exact_variant_frequency_v1,exact_variant_pull_frequency_v1,derived pack-presence result
638ba732-e5c1-4fbe-b0c0-f8102637bc6d,4a5b1ead-be6f-47eb-bfb0-96299a756165,Stunfisk,64,f59f25a2-d3da-4100-a918-901271a99925,Surging Sparks,Scarlet and Violet,Common,common,non-holo,,,0.04458,22.431583669807086,3.110469951024414,4.487459573177059,78af1da1-2555-4b86-8aa3-8373cca94647,monte_carlo_exact_variant_frequency_v1,exact_variant_pull_frequency_v1,derived pack-presence result
09182ff0-ab7c-408f-944a-e5bd78672968,cc2c0aee-7216-4c0a-810b-83d871d9b330,Flittle,94,f59f25a2-d3da-4100-a918-901271a99925,Surging Sparks,Scarlet and Violet,Common,common,non-holo,,,0.044928,22.257834757834758,3.102694070578791,4.476241349019613,78af1da1-2555-4b86-8aa3-8373cca94647,monte_carlo_exact_variant_frequency_v1,exact_variant_pull_frequency_v1,derived pack-presence result
a24b9b1c-026d-456e-bc21-72c489888f63,8e9bbab3-056b-4d37-aa5d-c91b3a183aff,Centiskorch,28,f59f25a2-d3da-4100-a918-901271a99925,Surging Sparks,Scarlet and Violet,Common,common,non-holo,,,0.044575,22.434099831744252,3.110582115232933,4.4876213919244545,78af1da1-2555-4b86-8aa3-8373cca94647,monte_carlo_exact_variant_frequency_v1,exact_variant_pull_frequency_v1,derived pack-presence result
6a0e7f09-4945-46c2-ac97-2d4c7afd8099,1bfc856f-1f99-44c0-9195-a25934baacc9,Clobbopus,112,f59f25a2-d3da-4100-a918-901271a99925,Surging Sparks,Scarlet and Violet,Common,common,non-holo,,,0.04491,22.266755733689603,3.1030947918824903,4.476819467657239,78af1da1-2555-4b86-8aa3-8373cca94647,monte_carlo_exact_variant_frequency_v1,exact_variant_pull_frequency_v1,derived pack-presence result
53da2a38-8b1b-4a2e-9cc3-2320f12d5b9d,c46bd56d-1f8b-4b74-a1d4-e14df336c324,Drilbur,108,f59f25a2-d3da-4100-a918-901271a99925,Surging Sparks,Scarlet and Violet,Common,common,non-holo,,,0.044467,22.488587042076148,3.1130079379449462,4.491121114321151,78af1da1-2555-4b86-8aa3-8373cca94647,monte_carlo_exact_variant_frequency_v1,exact_variant_pull_frequency_v1,derived pack-presence result
6f70fa2d-736b-4747-9c5e-f587529a3d53,ee8a6197-815f-4293-af4e-aba1fd5629e6,Espurr,84,f59f25a2-d3da-4100-a918-901271a99925,Surging Sparks,Scarlet and Violet,Common,common,non-holo,,,0.045257,22.09602934352697,3.095397924667818,4.46571523549625,78af1da1-2555-4b86-8aa3-8373cca94647,monte_carlo_exact_variant_frequency_v1,exact_variant_pull_frequency_v1,derived pack-presence result
99ebeca6-825b-4885-9975-910e775ac945,0813ed7e-5369-4f1c-8419-7479fa4f2e54,Glimmora,115,f59f25a2-d3da-4100-a918-901271a99925,Surging Sparks,Scarlet and Violet,Common,common,non-holo,,,0.04489,22.276676319893074,3.1035402261882963,4.477462093521267,78af1da1-2555-4b86-8aa3-8373cca94647,monte_carlo_exact_variant_frequency_v1,exact_variant_pull_frequency_v1,derived pack-presence result
021727cb-842c-4c16-b250-a18440d02254,92778562-864f-402b-a99c-b59baf6f1449,Klefki,128,f59f25a2-d3da-4100-a918-901271a99925,Surging Sparks,Scarlet and Violet,Common,common,non-holo,,,0.044659,22.39190308784344,3.108699424222518,4.4849052429402025,78af1da1-2555-4b86-8aa3-8373cca94647,monte_carlo_exact_variant_frequency_v1,exact_variant_pull_frequency_v1,derived pack-presence result
59ead175-3544-495c-a353-b465dc989476,a0cd075d-ede6-47e2-b8e6-5b1ace56a8fc,Mantine,40,f59f25a2-d3da-4100-a918-901271a99925,Surging Sparks,Scarlet and Violet,Common,common,non-holo,,,0.044478,22.483025315886508,3.1127605940794996,4.490764272553077,78af1da1-2555-4b86-8aa3-8373cca94647,monte_carlo_exact_variant_frequency_v1,exact_variant_pull_frequency_v1,derived pack-presence result
