benchmark_row_id,listing_item_id,item_url,listing_title,condition,condition_id,category_id,buying_options_json,seller_id,image_url,canonical_card_id,card_variant_id,target_card_name,target_set_name,target_card_number,target_treatment,exact_match_yes_no_uncertain,single_card_or_lot,raw_or_graded,card_or_sealed_nonshcard,collector_number_consistency,set_consistency,language,variant_treatment,reviewer_id,label_timestamp,review_note,adjudicated_result
D4-0019,v1|178455097154|0,https://www.ebay.com/itm/178455097154?_skw=Tinkatuff+166+Paldean+Fates&hash=item298cc0af42:g:iTwAAeSw7zhqlROX,Tinkatuff SV: Paldean Fates LP 166/091 Holofoil,Ungraded,4000,,"[""FIXED_PRICE""]",bontadelligamevault,https://i.ebayimg.com/images/g/iTwAAeSw7zhqlROX/s-l225.jpg,0dde3317-5162-49d1-b5c9-6b206a086d2c,7a7c3304-cc14-4aab-9f7b-b88270d4228c,Tinkatuff,Paldean Fates,166,shiny_rare,YES,SINGLE_CARD,RAW,CARD,,,,,Donny,2026-09-14T00:11:39.799674+00:00,,
D4-0020,v1|336748117678|0,https://www.ebay.com/itm/336748117678?_skw=Tinkatuff+166+Paldean+Fates+Pokemon+card&hash=item4e67c07eae:g:Q6EAAeSwNXNqg9HN,Tinkatuff 166/091 Shiny Rare Paldean Fates Pokemon Holo Near Mint,Ungraded,4000,,"[""FIXED_PRICE""]",shmilostradingcardsandcollectibles,https://i.ebayimg.com/images/g/Q6EAAeSwNXNqg9HN/s-l225.jpg,0dde3317-5162-49d1-b5c9-6b206a086d2c,7a7c3304-cc14-4aab-9f7b-b88270d4228c,Tinkatuff,Paldean Fates,166,shiny_rare,YES,SINGLE_CARD,RAW,CARD,,,,,Donny,2026-09-14T00:11:40.786459+00:00,,
D4-0021,v1|178486794150|0,https://www.ebay.com/itm/178486794150?_skw=Tinkatuff+166+Paldean+Fates+Pokemon+card&hash=item298ea457a6:g:0-oAAeSwYTJqo4NA,Tinkatuff Holo Rare SV Paldean Fates Pokemon TCG Card 166/091 Shiny NM,Ungraded,4000,,"[""FIXED_PRICE"", ""BEST_OFFER""]",seapric73,https://i.ebayimg.com/images/g/0-oAAeSwYTJqo4NA/s-l225.jpg,0dde3317-5162-49d1-b5c9-6b206a086d2c,7a7c3304-cc14-4aab-9f7b-b88270d4228c,Tinkatuff,Paldean Fates,166,shiny_rare,YES,SINGLE_CARD,RAW,CARD,,,,,Donny,2026-09-14T00:11:42.532406+00:00,,
D4-0022,v1|366497666740|0,https://www.ebay.com/itm/366497666740?_skw=Tinkatuff+166+Paldean+Fates&hash=item5554f696b4:g:OmcAAeSwV0tqObpU&amdata=enc%3AAQALAAABAACCtXRWQnOEpyOqnQQ8KGbRFYev9MIThQuWKKzej3K2W3rxfvWD4V8H%2BiBjf8Tgl8nzUY3mEA3p5atpUHges2e0%2F8xeVtMC5dLSFY2wqU5mK2WQoNjLSNjZT80UZuzkH5rkRiGmZP4vQ01weZEhaqpZ4hx2hNvcupaxpW7Zu%2FUbJU%2FVKcKDlNkIpO%2Fl1x5b0SeFYnqF5IOwrNDpF3e%2F2vNDNrhyrSUisp2XmoetBBdmbs4cji3seHEDWXKmSOCVrhPXOLp8RlwWmiKT7q0ysreeOBm8EYAZzqcJg1l7EnZX3EpDuaxcxJXgKbHibNhbeJ70FKNHKRYVrWmg1OPAVQ8%3D,Pokémon Arboliva 104/091 SV: Paldean Fates Shiny Rare Holo EN 150 HP,Ungraded,4000,,"[""FIXED_PRICE"", ""BEST_OFFER""]",honzafuntcg,https://i.ebayimg.com/images/g/OmcAAeSwV0tqObpU/s-l225.jpg,0dde3317-5162-49d1-b5c9-6b206a086d2c,7a7c3304-cc14-4aab-9f7b-b88270d4228c,Tinkatuff,Paldean Fates,166,shiny_rare,NO,SINGLE_CARD,RAW,CARD,,,,,Donny,2026-09-14T00:11:44.273618+00:00,,
D4-0023,v1|287395415338|0,https://www.ebay.com/itm/287395415338?_skw=Tinkatuff+166+Paldean+Fates+Pokemon+card&hash=item42ea1a052a:g:pA4AAeSwMs1qL0d2,2024 Pokemon Paldean Fates Tinkatuff #166/091,Ungraded,4000,,"[""FIXED_PRICE""]",cjcscollectables,https://i.ebayimg.com/images/g/pA4AAeSwMs1qL0d2/s-l225.jpg,0dde3317-5162-49d1-b5c9-6b206a086d2c,7a7c3304-cc14-4aab-9f7b-b88270d4228c,Tinkatuff,Paldean Fates,166,shiny_rare,YES,SINGLE_CARD,RAW,CARD,,,,,Donny,2026-09-14T00:11:45.579878+00:00,,
D4-0024,v1|407046495147|0,https://www.ebay.com/itm/407046495147?_skw=Lt.+Surge%27s+Bargain+185+Mega+Evolution+Pokemon+card&hash=item5ec5dc9bab:g:MS4AAeSwSl5qSCQT,Lt. Surge's Bargain Holo Special Illustration Rare ME01: Mega Evolution 185/132,Ungraded,4000,,"[""FIXED_PRICE"", ""BEST_OFFER""]",weevilcardsenterprise,https://i.ebayimg.com/images/g/MS4AAeSwSl5qSCQT/s-l225.jpg,10a47631-ea19-4b62-8a93-4b1b3e6b3013,780a248c-87ff-4879-955c-3d6bea287aca,Lt. Surge's Bargain,Mega Evolution,185,special_illustration_rare,YES,SINGLE_CARD,RAW,CARD,,,,,Donny,2026-09-14T00:11:46.955681+00:00,,
D4-0025,v1|800647822171|0,https://www.ebay.com/itm/800647822171?_skw=Lt.+Surge%27s+Bargain+185+Mega+Evolution&hash=itemba6a543b5b:g:FrwAAeSwf9tqpJ38,The Pokémon Company Lt. Surge's Bargain ME01 EN 185/132 Holo SIR PSA 10,Graded,2750,,"[""FIXED_PRICE"", ""BEST_OFFER""]",ma_juaj_hrt1sfz,https://i.ebayimg.com/images/g/FrwAAeSwf9tqpJ38/s-l225.jpg,10a47631-ea19-4b62-8a93-4b1b3e6b3013,780a248c-87ff-4879-955c-3d6bea287aca,Lt. Surge's Bargain,Mega Evolution,185,special_illustration_rare,NO,SINGLE_CARD,GRADED,CARD,,,,,Donny,2026-09-14T00:11:48.355736+00:00,,
D4-0026,v1|398383321639|0,https://www.ebay.com/itm/398383321639?_skw=Lt.+Surge%27s+Bargain+185+Mega+Evolution+Pokemon+card&hash=item5cc17f1227:g:mdsAAeSwLfFqQ1GG,Lt. Surge's Bargain 185/132 Mega Evolution Pokemon Holo NM/M,Ungraded,4000,,"[""FIXED_PRICE"", ""BEST_OFFER""]",thequickfixx,https://i.ebayimg.com/images/g/mdsAAeSwLfFqQ1GG/s-l225.jpg,10a47631-ea19-4b62-8a93-4b1b3e6b3013,780a248c-87ff-4879-955c-3d6bea287aca,Lt. Surge's Bargain,Mega Evolution,185,special_illustration_rare,YES,SINGLE_CARD,RAW,CARD,,,,,Donny,2026-09-14T00:11:50.400270+00:00,,
D4-0027,v1|820048149450|0,https://www.ebay.com/itm/820048149450?_skw=Lt.+Surge%27s+Bargain+185+Mega+Evolution+Pokemon+card&hash=itembeeeadbbca:g:AjQAAeSwXyxqjk4r,Lt. Surge's Bargain Holo 185/132 Mega Evolution Pokemon NM,Ungraded,4000,,"[""FIXED_PRICE""]",nextgencollect,https://i.ebayimg.com/images/g/AjQAAeSwXyxqjk4r/s-l225.jpg,10a47631-ea19-4b62-8a93-4b1b3e6b3013,780a248c-87ff-4879-955c-3d6bea287aca,Lt. Surge's Bargain,Mega Evolution,185,special_illustration_rare,YES,SINGLE_CARD,RAW,CARD,,,,,Donny,2026-09-14T00:11:51.804066+00:00,,
D4-0028,v1|800403365894|0,https://www.ebay.com/itm/800403365894?_skw=Lt.+Surge%27s+Bargain+185+Mega+Evolution&hash=itemba5bc22006:g:uVoAAeSwcGlqZA8J,Pokémon Lt. Surge’s Bargain Trainer SIR Mega Evolutions Base Set 185/132 NM,Ungraded,4000,,"[""FIXED_PRICE"", ""BEST_OFFER""]",fishcollectibles,https://i.ebayimg.com/images/g/uVoAAeSwcGlqZA8J/s-l225.jpg,10a47631-ea19-4b62-8a93-4b1b3e6b3013,780a248c-87ff-4879-955c-3d6bea287aca,Lt. Surge's Bargain,Mega Evolution,185,special_illustration_rare,YES,SINGLE_CARD,RAW,CARD,,,,,Donny,2026-09-14T00:11:52.726578+00:00,,
D4-0029,v1|407195981463|0,https://www.ebay.com/itm/407195981463?_skw=Lt.+Surge%27s+Bargain+185+Mega+Evolution+Pokemon+card&hash=item5ecec59697:g:vSMAAeSwICxqnK2i,Lt. Surge's Bargain 185/132 Mega Evolution Pokemon Holo NM osare,Ungraded,4000,,"[""FIXED_PRICE"", ""BEST_OFFER""]",holohustlellc,https://i.ebayimg.com/images/g/vSMAAeSwICxqnK2i/s-l225.jpg,10a47631-ea19-4b62-8a93-4b1b3e6b3013,780a248c-87ff-4879-955c-3d6bea287aca,Lt. Surge's Bargain,Mega Evolution,185,special_illustration_rare,YES,SINGLE_CARD,RAW,CARD,,,,,Donny,2026-09-14T00:11:54.396249+00:00,,
D4-0030,v1|226282178641|0,https://www.ebay.com/itm/226282178641?_skw=Carmine+217+Twilight+Masquerade+Pokemon+card&hash=item34af780851:g:61QAAeSweTxo1D78,Pokemon Bloodmoon Ursaluna EX 216/217 Twilight Masquerade Custom Display Case,Ungraded,4000,,"[""FIXED_PRICE""]",dragarious,https://i.ebayimg.com/images/g/61QAAeSweTxo1D78/s-l225.jpg,147a436d-4ccc-43d1-b19a-20b74d2ff723,a86eb8d9-0e89-4e02-879a-d587dbfe0252,Carmine,Twilight Masquerade,217,special_illustration_rare,NO,SINGLE_CARD,RAW,SEALED_OR_NON_CARD,,,,,Donny,2026-09-14T00:11:55.995637+00:00,,
D4-0031,v1|820089256231|0,https://www.ebay.com/itm/820089256231?_skw=Carmine+217+Twilight+Masquerade+Pokemon+card&hash=itembef120f927:g:FcwAAeSwBmRqM2gY,Carmine 217/167 Sv06: Twilight Masquerade Holo,Ungraded,4000,,"[""FIXED_PRICE""]",volunteerretro,https://i.ebayimg.com/images/g/FcwAAeSwBmRqM2gY/s-l225.jpg,147a436d-4ccc-43d1-b19a-20b74d2ff723,a86eb8d9-0e89-4e02-879a-d587dbfe0252,Carmine,Twilight Masquerade,217,special_illustration_rare,YES,SINGLE_CARD,RAW,CARD,,,,,Donny,2026-09-14T00:12:01.463870+00:00,,
D4-0032,v1|226403949515|0,https://www.ebay.com/itm/226403949515?_skw=Carmine+217+Twilight+Masquerade+Pokemon+card&hash=item34b6ba1bcb:g:OqsAAeSw5dxo59cF,Pokemon Carmine 217 SIR Twilight Masquerade Extended Artwork Case,Ungraded,4000,,"[""FIXED_PRICE""]",dragarious,https://i.ebayimg.com/images/g/OqsAAeSw5dxo59cF/s-l225.jpg,147a436d-4ccc-43d1-b19a-20b74d2ff723,a86eb8d9-0e89-4e02-879a-d587dbfe0252,Carmine,Twilight Masquerade,217,special_illustration_rare,NO,SINGLE_CARD,RAW,SEALED_OR_NON_CARD,,,,,Donny,2026-09-14T00:12:02.689338+00:00,,
D4-0033,v1|276617468054|0,https://www.ebay.com/itm/276617468054?_skw=Carmine+217+Twilight+Masquerade+Pokemon+card&hash=item4067af9896:g:7w8AAOSwl-Fm0K-8&amdata=enc%3AAQALAAABEACCtXRWQnOEpyOqnQQ8KGZmW8kM3I5AHEJhuIFQFDY9di1Y%2BP9Z0ry6nzF5Fote3fFbSPOpy3YOYvuHmG9jYhNQd0f2Fshj5pKy45wNGc4%2BZ8aAdo7iZjL6KDA8YMtcs2HiVc1XzBepYVT4s%2B7ItRY%2FsP0zgskL5bLDizcfg0m7cTP3VNvy6McpYjtJ2EkqUpfXg%2F8aqci4CnKUCOESaZgVTRfim%2F1TSuodYvP8Y7jAiQb9KXeGumdOIoVnTwvBJBrDe0oqu8g7Po9wnUKWZeL31qrKkNWdrC228Z7k3JsUqg4YiBQjgpGaao7YEPtJSW3lothHaxyMO%2BpVuXW2qBpmNmHoIf4d%2BfhJbt5eenQS,Pokémon TCG Carmine Scarlet & Violet-Twilight Masquerade 217/167 Holo Special NM,Ungraded,4000,,"[""FIXED_PRICE""]",tomreber1,https://i.ebayimg.com/images/g/7w8AAOSwl-Fm0K-8/s-l225.jpg,147a436d-4ccc-43d1-b19a-20b74d2ff723,a86eb8d9-0e89-4e02-879a-d587dbfe0252,Carmine,Twilight Masquerade,217,special_illustration_rare,YES,SINGLE_CARD,RAW,CARD,,,,,Donny,2026-09-14T00:12:04.354780+00:00,,
D4-0034,v1|397908431206|0,https://www.ebay.com/itm/397908431206?_skw=Carmine+217+Twilight+Masquerade+Pokemon+card&hash=item5ca530d166:g:8DQAAeSwCmBp99DS,CARMINE 217 PSA 9 2024 POKEMON TWILIGHT MASQUERADE SPECIAL ILLUSTRATION RARE,Graded,2750,,"[""FIXED_PRICE""]",thecardcurators,https://i.ebayimg.com/images/g/8DQAAeSwCmBp99DS/s-l225.jpg,147a436d-4ccc-43d1-b19a-20b74d2ff723,a86eb8d9-0e89-4e02-879a-d587dbfe0252,Carmine,Twilight Masquerade,217,special_illustration_rare,NO,SINGLE_CARD,GRADED,CARD,,,,,Donny,2026-09-14T00:12:06.054794+00:00,,
