benchmark_row_id,listing_item_id,item_url,listing_title,condition,condition_id,category_id,buying_options_json,seller_id,image_url,canonical_card_id,card_variant_id,target_card_name,target_set_name,target_card_number,target_treatment,exact_match_yes_no_uncertain,single_card_or_lot,raw_or_graded,card_or_sealed_nonshcard,collector_number_consistency,set_consistency,language,variant_treatment,reviewer_id,label_timestamp,review_note,adjudicated_result
E9B-0010,v1|178455015203|0,https://www.ebay.com/itm/178455015203?_skw=Trubbish+140+White+Flare&hash=item298cbf6f23:g:SGYAAeSwptdqlQp4,Pokemon TCG Trubbish 140/086 SV White Flare Illustration Rare Holo EN 70 HP,Ungraded,4000,,"[""FIXED_PRICE"", ""BEST_OFFER""]",sorbbs,https://i.ebayimg.com/images/g/SGYAAeSwptdqlQp4/s-l225.jpg,0331d96e-d8af-44d3-9552-85f784d9b4ca,720c16f5-5c19-43bc-a711-0ea9e8545aab,Trubbish,White Flare,140,illustration_rare,YES,SINGLE_CARD,RAW,CARD,,,,,Donny,2026-09-15T22:18:53.645259+00:00,,
E9B-0011,v1|117408083748|0,https://www.ebay.com/itm/117408083748?_skw=Trubbish+140+White+Flare&hash=item1b56112f24:g:5WwAAeSwkFdqpJlQ,2025 POKEMON WHT EN-WHITE FLARE ILLUSTRATION RARE #140 TRUBBISH PSA 7,Graded,2750,,"[""AUCTION""]",psa,https://i.ebayimg.com/images/g/5WwAAeSwkFdqpJlQ/s-l225.jpg,0331d96e-d8af-44d3-9552-85f784d9b4ca,720c16f5-5c19-43bc-a711-0ea9e8545aab,Trubbish,White Flare,140,illustration_rare,NO,SINGLE_CARD,GRADED,CARD,,,,,Donny,2026-09-15T03:45:03.030076+00:00,,
E9B-0012,v1|407186525922|0,https://www.ebay.com/itm/407186525922?_skw=Haxorus+147+Black+Bolt&hash=item5ece354ee2:g:hjYAAeSw9XJql5hS,Haxorus - 147/086 147 - SV Black Bolt Holofoil - NM,Ungraded,4000,,"[""FIXED_PRICE""]",bananagameshobby,https://i.ebayimg.com/images/g/hjYAAeSw9XJql5hS/s-l225.jpg,0b81872e-b089-49e9-aec3-16a535b12efb,0057b67c-a140-400c-b308-2a6d046cb043,Haxorus,Black Bolt,147,illustration_rare,YES,SINGLE_CARD,RAW,CARD,,,,,Donny,2026-09-15T22:19:17.769398+00:00,,
E9B-0013,v1|307114830003|0,https://www.ebay.com/itm/307114830003?_skw=Haxorus+147+Black+Bolt+Pokemon+card&hash=item47817868b3:g:4dsAAeSwtGBqd3hm,2025 POKEMON BLK EN-BLACK BOLT ILLUSTRATION RARE #147 HAXORUS PSA 10,Graded,2750,,"[""FIXED_PRICE"", ""BEST_OFFER""]",psa,https://i.ebayimg.com/images/g/4dsAAeSwtGBqd3hm/s-l225.jpg,0b81872e-b089-49e9-aec3-16a535b12efb,0057b67c-a140-400c-b308-2a6d046cb043,Haxorus,Black Bolt,147,illustration_rare,NO,SINGLE_CARD,GRADED,CARD,,,,,Donny,2026-09-15T03:45:06.202509+00:00,,
E9B-0014,v1|298665081831|0,https://www.ebay.com/itm/298665081831?_skw=Haxorus+147+Black+Bolt&hash=item4589d37be7:g:ZHQAAeSwICxqpG7A,Haxorus 147/086 Holofoil NM,Ungraded,4000,,"[""FIXED_PRICE""]",nebniab,https://i.ebayimg.com/images/g/ZHQAAeSwICxqpG7A/s-l225.jpg,0b81872e-b089-49e9-aec3-16a535b12efb,0057b67c-a140-400c-b308-2a6d046cb043,Haxorus,Black Bolt,147,illustration_rare,YES,SINGLE_CARD,RAW,CARD,,,,,Donny,2026-09-15T22:18:50.807756+00:00,,
E9B-0015,v1|227515898381|0,https://www.ebay.com/itm/227515898381?_skw=Haxorus+147+Black+Bolt&hash=item34f9011a0d:g:6EsAAeSwogFqURT~,POP 1 2025 POKEMON BLK ES-BLACK BOLT ILLUSTRATION RARE #147 HAXORUS PSA 10,Clasificada,2750,,"[""FIXED_PRICE""]",lemaaes2014,https://i.ebayimg.com/images/g/6EsAAeSwogFqURT~/s-l225.jpg,0b81872e-b089-49e9-aec3-16a535b12efb,0057b67c-a140-400c-b308-2a6d046cb043,Haxorus,Black Bolt,147,illustration_rare,NO,SINGLE_CARD,GRADED,CARD,,,,,Donny,2026-09-15T03:45:10.230331+00:00,,
E9B-0016,v1|267769246370|0,https://www.ebay.com/itm/267769246370?_skw=Haxorus+147+Black+Bolt&hash=item3e584a72a2:g:JdMAAeSwOCtqkMbf,Haxorus 147/086 Sv: Black Bolt Holo,Ungraded,4000,,"[""FIXED_PRICE"", ""BEST_OFFER""]",bbs_collectibles805,https://i.ebayimg.com/images/g/JdMAAeSwOCtqkMbf/s-l225.jpg,0b81872e-b089-49e9-aec3-16a535b12efb,0057b67c-a140-400c-b308-2a6d046cb043,Haxorus,Black Bolt,147,illustration_rare,YES,SINGLE_CARD,RAW,CARD,,,,,Donny,2026-09-15T22:18:47.979397+00:00,,
E9B-0017,v1|800662522226|0,https://www.ebay.com/itm/800662522226?_skw=Haxorus+147+Black+Bolt+Pokemon+card&hash=itemba6b348972:g:sjoAAeSwAetqqGH6,Pokemon Co. Haxorus 147/086 Sv: Black Bolt IR Holo ENG PSA 10,Graded,2750,,"[""AUCTION""]",rlun7467_6,https://i.ebayimg.com/images/g/sjoAAeSwAetqqGH6/s-l225.jpg,0b81872e-b089-49e9-aec3-16a535b12efb,0057b67c-a140-400c-b308-2a6d046cb043,Haxorus,Black Bolt,147,illustration_rare,NO,SINGLE_CARD,GRADED,CARD,,,,,Donny,2026-09-15T03:45:13.334523+00:00,,
E9B-0018,v1|407212653186|0,https://www.ebay.com/itm/407212653186?_skw=Tinkatuff+166+Paldean+Fates&hash=item5ecfc3fa82:g:MN4AAeSwNtZqf0SY,Tinkatuff [PAF - 166/091] Near Mint EN,Ungraded,4000,,"[""FIXED_PRICE""]",boons_world,https://i.ebayimg.com/images/g/MN4AAeSwNtZqf0SY/s-l225.jpg,0dde3317-5162-49d1-b5c9-6b206a086d2c,7a7c3304-cc14-4aab-9f7b-b88270d4228c,Tinkatuff,Paldean Fates,166,shiny_rare,YES,SINGLE_CARD,RAW,CARD,,,,,Donny,2026-09-15T22:18:10.855447+00:00,,
E9B-0019,v1|398388635290|0,https://www.ebay.com/itm/398388635290?_skw=Tinkatuff+166+Paldean+Fates+Pokemon+card&hash=item5cc1d0269a:g:MlIAAeSwWIxqmzbV,Tinkatuff 166/091 Shiny Rare Paldean Fates Pokemon Holo Near Mint,Ungraded,4000,,"[""FIXED_PRICE""]",tcgcardex,https://i.ebayimg.com/images/g/MlIAAeSwWIxqmzbV/s-l225.jpg,0dde3317-5162-49d1-b5c9-6b206a086d2c,7a7c3304-cc14-4aab-9f7b-b88270d4228c,Tinkatuff,Paldean Fates,166,shiny_rare,YES,SINGLE_CARD,RAW,CARD,,,,,Donny,2026-09-15T22:17:03.173393+00:00,,
E9B-0020,v1|128079751645|0,https://www.ebay.com/itm/128079751645?_skw=Tinkatuff+166+Paldean+Fates+Pokemon+card&hash=item1dd225e9dd:g:EsoAAeSw-KZqqFDG,Tinkatuff - #166/091 (Baby Shiny),Ungraded,4000,,"[""FIXED_PRICE"", ""BEST_OFFER""]",happybugzcards,https://i.ebayimg.com/images/g/EsoAAeSw-KZqqFDG/s-l225.jpg,0dde3317-5162-49d1-b5c9-6b206a086d2c,7a7c3304-cc14-4aab-9f7b-b88270d4228c,Tinkatuff,Paldean Fates,166,shiny_rare,YES,SINGLE_CARD,RAW,CARD,,,,,Donny,2026-09-15T22:19:47.623440+00:00,,
E9B-0021,v1|287571343064|0,https://www.ebay.com/itm/287571343064?_skw=Tinkatuff+166+Paldean+Fates&hash=item42f49676d8:g:TpAAAeSwSyZqns-n,"Tinkatink, Tinkatuff & Tinkaton 165/091 166/091 167/091 Paldean Fates Shiny Holo",Ungraded,4000,,"[""FIXED_PRICE"", ""BEST_OFFER""]",the_holo_hub,https://i.ebayimg.com/images/g/TpAAAeSwSyZqns-n/s-l225.jpg,0dde3317-5162-49d1-b5c9-6b206a086d2c,7a7c3304-cc14-4aab-9f7b-b88270d4228c,Tinkatuff,Paldean Fates,166,shiny_rare,NO,LOT_OR_BUNDLE,RAW,CARD,,,,,Donny,2026-09-15T03:45:19.502609+00:00,,
E9B-0022,v1|128059628851|429472104068,https://www.ebay.com/itm/128059628851?_skw=Tinkatuff+166+Paldean+Fates&hash=item1dd0f2dd33:g:j5QAAeSwJMFqpiPE,Tinkatuff (166/091) [Scarlet & Violet: Paldean Fates],Ungraded,4000,,"[""FIXED_PRICE""]",nutmeggamesllc,https://i.ebayimg.com/images/g/j5QAAeSwJMFqpiPE/s-l225.jpg,0dde3317-5162-49d1-b5c9-6b206a086d2c,7a7c3304-cc14-4aab-9f7b-b88270d4228c,Tinkatuff,Paldean Fates,166,shiny_rare,YES,SINGLE_CARD,RAW,CARD,,,,,Donny,2026-09-15T22:19:19.350278+00:00,,
E9B-0023,v1|198637600995|0,https://www.ebay.com/itm/198637600995?_skw=Tinkatuff+166+Paldean+Fates&hash=item2e3fb940e3:g:zVUAAeSwGNVqNcdd,Tinkatuff 166/091 SV: Paldean Fates Holo NM,Ungraded,4000,,"[""AUCTION"", ""BEST_OFFER""]",pokemanzco,https://i.ebayimg.com/images/g/zVUAAeSwGNVqNcdd/s-l225.jpg,0dde3317-5162-49d1-b5c9-6b206a086d2c,7a7c3304-cc14-4aab-9f7b-b88270d4228c,Tinkatuff,Paldean Fates,166,shiny_rare,YES,SINGLE_CARD,RAW,CARD,,,,,Donny,2026-09-15T22:19:44.635730+00:00,,
E9B-0024,v1|287457391501|0,https://www.ebay.com/itm/287457391501?_skw=Lt.+Surge%27s+Bargain+185+Mega+Evolution+Pokemon+card&hash=item42edcbb38d:g:0P0AAeSwINxqVECN&amdata=enc%3AAQALAAABEACCtXRWQnOEpyOqnQQ8KGb9J6nGUs2aAXvEs1RS4c74wcAvxqMQlNhUBJZS3bAHXSQ8urUFniC6D3JWLxUznTFdBjrLy1h00oS7N0KWfImJ4OwDeye2Vfus3N%2BY56%2F3q19Nz4FuECYHM5a5INVlm1DpJ2vsB6uSCCuEuU%2BasrnRurGVUHXGCGnVPLwLBhX3l7c%2FzyAZqs0Dul7XmOSYPnSHkEl3HGRGU93ncHeoI47GxRdDSxGbxbfMsa3dAmUuYHyvuZAqQ3T9BV%2FQR71wFhBnnt5rwZPZ5sJBBgx%2BHQIKt6714wzRhzUdh1rssowFcxtABcCbHvowPuhiXjAUrmBWID9%2F6B%2Be73kGK8u8eF7k,Lt. Surge's Bargain 185/132 Me01: Mega Evolution Holo,Ungraded,4000,,"[""FIXED_PRICE"", ""BEST_OFFER""]",jm24_nb25,https://i.ebayimg.com/images/g/0P0AAeSwINxqVECN/s-l225.jpg,10a47631-ea19-4b62-8a93-4b1b3e6b3013,780a248c-87ff-4879-955c-3d6bea287aca,Lt. Surge's Bargain,Mega Evolution,185,special_illustration_rare,YES,SINGLE_CARD,RAW,CARD,,,,,Donny,2026-09-15T22:16:44.406437+00:00,,
E9B-0025,v1|406861532816|0,https://www.ebay.com/itm/406861532816?_skw=Lt.+Surge%27s+Bargain+185+Mega+Evolution+Pokemon+card&hash=item5ebad64e90:g:hAAAAeSwhPFp4M89, Lt. Surge's Bargain 185/132 Me01 Mega Evolution SIR,Ungraded,4000,,"[""FIXED_PRICE"", ""BEST_OFFER""]",dil748,https://i.ebayimg.com/images/g/hAAAAeSwhPFp4M89/s-l225.jpg,10a47631-ea19-4b62-8a93-4b1b3e6b3013,780a248c-87ff-4879-955c-3d6bea287aca,Lt. Surge's Bargain,Mega Evolution,185,special_illustration_rare,YES,SINGLE_CARD,RAW,CARD,,,,,Donny,2026-09-15T22:19:06.285362+00:00,,
E9B-0026,v1|267751479513|0,https://www.ebay.com/itm/267751479513?_skw=Lt.+Surge%27s+Bargain+185+Mega+Evolution+Pokemon+card&hash=item3e573b58d9:g:tV0AAeSwls1qd6Wl,Lt. Surge's Bargain Meg 185/132 ME01 Near Mint NM,Ungraded,4000,,"[""FIXED_PRICE"", ""BEST_OFFER""]",mrluchini,https://i.ebayimg.com/images/g/tV0AAeSwls1qd6Wl/s-l225.jpg,10a47631-ea19-4b62-8a93-4b1b3e6b3013,780a248c-87ff-4879-955c-3d6bea287aca,Lt. Surge's Bargain,Mega Evolution,185,special_illustration_rare,YES,SINGLE_CARD,RAW,CARD,,,,,Donny,2026-09-15T22:20:08.622960+00:00,,
E9B-0027,v1|287503399685|0,https://www.ebay.com/itm/287503399685?_skw=Lt.+Surge%27s+Bargain+185+Mega+Evolution+Pokemon+card&hash=item42f089bb05:g:a6QAAeSw0sdqciYS,Lt. Surge's Bargain Pokemon ME01: Mega Evolution #185/132 Holo Near Mint,Ungraded,4000,,"[""FIXED_PRICE"", ""BEST_OFFER""]",myflyisbreeezy,https://i.ebayimg.com/images/g/a6QAAeSw0sdqciYS/s-l225.jpg,10a47631-ea19-4b62-8a93-4b1b3e6b3013,780a248c-87ff-4879-955c-3d6bea287aca,Lt. Surge's Bargain,Mega Evolution,185,special_illustration_rare,YES,SINGLE_CARD,RAW,CARD,,,,,Donny,2026-09-15T22:19:50.364415+00:00,,
E9B-0028,v1|128070876793|0,https://www.ebay.com/itm/128070876793?_skw=Lt.+Surge%27s+Bargain+185+Mega+Evolution+Pokemon+card&hash=item1dd19e7e79:g:wdAAAeSwF6ZqoZMM&amdata=enc%3AAQALAAABEACCtXRWQnOEpyOqnQQ8KGZlyLL8uWZJ9rO66%2B4qyHgjIEgD2zNp6tGeaK5Y79MN8gBbWOchUItQmnrAFIb6YU%2BEPMshf9eBIyUVjxzH52xK05eerr2FCQP6BYwYca9J1qOMDLPtgUUDVWimC4tm370RrpL%2F1l17pyBxkgonbWSOCJoHnHAcgM7bB0XFdB%2FBgFepMuz8DFxnhi39pU1KXL0s6xVLuTAei2aI%2F8DdtXJpUnb6%2Bt9cXmRoM69DNL27KJ0srveqJf2dAvUB4pM1pfUtam6EJ8jooPfcmX%2BaXvwd3fJWheF%2FyXFSbKy6YKSomwmjGiaTbZd8XJA8SkxxPKKonAMJFHtfOFxL7P2lWCHn,Pokemon TCG Lt. Surge's Bargain 185/132 ME01 Special Illus Rare Full Art Holo,Graded,2750,,"[""FIXED_PRICE"", ""BEST_OFFER""]",ditto_king,https://i.ebayimg.com/images/g/wdAAAeSwF6ZqoZMM/s-l225.jpg,10a47631-ea19-4b62-8a93-4b1b3e6b3013,780a248c-87ff-4879-955c-3d6bea287aca,Lt. Surge's Bargain,Mega Evolution,185,special_illustration_rare,NO,SINGLE_CARD,GRADED,CARD,,,,,Donny,2026-09-15T03:45:33.196383+00:00,,
E9B-0029,v1|297659467069|0,https://www.ebay.com/itm/297659467069?_skw=Lt.+Surge%27s+Bargain+185+Mega+Evolution+Pokemon+card&hash=item454de3053d:g:1kYAAeSwXHVo4Zgj,Lt. Surge's Bargain 185/132 Me01: Mega Evolution Holo,Ungraded,4000,,"[""FIXED_PRICE"", ""BEST_OFFER""]",kyjen6500,https://i.ebayimg.com/images/g/1kYAAeSwXHVo4Zgj/s-l225.jpg,10a47631-ea19-4b62-8a93-4b1b3e6b3013,780a248c-87ff-4879-955c-3d6bea287aca,Lt. Surge's Bargain,Mega Evolution,185,special_illustration_rare,YES,SINGLE_CARD,RAW,CARD,,,,,Donny,2026-09-15T22:19:46.950545+00:00,,
E9B-0030,v1|188930454824|0,https://www.ebay.com/itm/188930454824?_skw=Carmine+217+Twilight+Masquerade+Pokemon+card&hash=item2bfd21f528:g:JKEAAeSwUatqqDf-,Carmine 217/167 Holofoil SIR Twilight Masquerade NM Pokemon,Ungraded,4000,,"[""FIXED_PRICE""]",royscardsus,https://i.ebayimg.com/images/g/JKEAAeSwUatqqDf-/s-l225.jpg,147a436d-4ccc-43d1-b19a-20b74d2ff723,a86eb8d9-0e89-4e02-879a-d587dbfe0252,Carmine,Twilight Masquerade,217,special_illustration_rare,YES,SINGLE_CARD,RAW,CARD,,,,,Donny,2026-09-15T22:19:00.680380+00:00,,
E9B-0031,v1|147573311124|0,https://www.ebay.com/itm/147573311124?_skw=Carmine+217+Twilight+Masquerade+Pokemon+card&hash=item225c0e0694:g:rBMAAeSw4VJqbk-a,Pokémon TCG Carmine 217/167 Special Illustration Rare Twilight Masquerade PSA 9,Graded,2750,,"[""FIXED_PRICE""]",vilibee,https://i.ebayimg.com/images/g/rBMAAeSw4VJqbk-a/s-l225.jpg,147a436d-4ccc-43d1-b19a-20b74d2ff723,a86eb8d9-0e89-4e02-879a-d587dbfe0252,Carmine,Twilight Masquerade,217,special_illustration_rare,NO,SINGLE_CARD,GRADED,CARD,,,,,Donny,2026-09-15T03:45:39.340687+00:00,,
E9B-0032,v1|407214496842|0,https://www.ebay.com/itm/407214496842?_skw=Carmine+217+Twilight+Masquerade+Pokemon+card&hash=item5ecfe01c4a:g:6AQAAeSwSg9qpx88&amdata=enc%3AAQALAAABEACCtXRWQnOEpyOqnQQ8KGapSfHlnBMSU83eenGBTq7tkagMK3yA02xRwa%2F31XcbFFWtDRE8MnfCOpVkGtgwrXLVkd7aXr4rppPJhtOals3NOHYPtCS8evbkcEmVJA3o4j1476PdY7koFlCyRTAmhVn1RHZSDMBdghyrsc0ln6cWcJ9D4r4IkeraMKqagKnZ0cTJZdmGAi3jKcWjKLy6tUGn1Dth1ihKhJ8neOMjQR3%2BSIiKeaDMIjP0ATdSDjWUO8IeeADF30OloKxa7YhYRv--Brvw0A57b8rVgK4lBmgzHisjM3htX7L8FGGsNp0B%2FQsvco0j3D15yw7mxZwZijDLnSu2LXdkFD1%2FbdkiydZq,Carmine 217/167 Twilight Masquerade FA Special Illustration Rare Holo Pokémon NM,Ungraded,4000,,"[""FIXED_PRICE""]",pokefamilygaming,https://i.ebayimg.com/images/g/6AQAAeSwSg9qpx88/s-l225.jpg,147a436d-4ccc-43d1-b19a-20b74d2ff723,a86eb8d9-0e89-4e02-879a-d587dbfe0252,Carmine,Twilight Masquerade,217,special_illustration_rare,YES,SINGLE_CARD,RAW,CARD,,,,,Donny,2026-09-15T22:19:04.833700+00:00,,
E9B-0033,v1|366668637315|0,https://www.ebay.com/itm/366668637315?_skw=Carmine+217+Twilight+Masquerade+Pokemon+card&hash=item555f276483:g:77oAAeSwPOlqqAjQ,Carmine 217/167 Sv06: Twilight Masquerade Holo,Ungraded,4000,,"[""FIXED_PRICE"", ""BEST_OFFER""]",dusko_80,https://i.ebayimg.com/images/g/77oAAeSwPOlqqAjQ/s-l225.jpg,147a436d-4ccc-43d1-b19a-20b74d2ff723,a86eb8d9-0e89-4e02-879a-d587dbfe0252,Carmine,Twilight Masquerade,217,special_illustration_rare,YES,SINGLE_CARD,RAW,CARD,,,,,Donny,2026-09-15T22:17:50.056454+00:00,,
