benchmark_row_id,canonical_card_id,card_variant_id,target_card_name,target_set_name,target_card_number,target_treatment,listing_item_id,listing_title,category_id,condition,condition_id,localized_aspects_json,buying_options_json,seller_id,image_url,item_url,price_json,shipping_json,gold_label,reviewer_notes,review_status,partition,reviewer_1_label,reviewer_1_confidence,reviewer_1_note,reviewer_1_id,reviewer_1_at,reviewer_2_label,reviewer_2_confidence,reviewer_2_note,reviewer_2_id,reviewer_2_at,adjudicated_label,adjudicator_id,adjudicated_at,adjudication_note
D2-0032,0b81872e-b089-49e9-aec3-16a535b12efb,0057b67c-a140-400c-b308-2a6d046cb043,Haxorus,Black Bolt,147,illustration_rare,v1|117366257998|0,Haxorus 147/086 Black Bolt Holo Illustration Rare Near Mint,,Ungraded,4000,[],"[""FIXED_PRICE"", ""BEST_OFFER""]",primal_blast_collectibles,https://i.ebayimg.com/images/g/d38AAeSwRvdqhGMz/s-l225.jpg,https://www.ebay.com/itm/117366257998?_skw=Haxorus+147+Black+Bolt+Pokemon+card&hash=item1b5392f94e:g:d38AAeSwRvdqhGMz,"{""value"": ""79.99"", ""currency"": ""USD""}","[{""shippingCostType"": ""CALCULATED""}]",,,PENDING_INDEPENDENT_HUMAN_REVIEW,FINAL_BLIND_TEST,,,,,,,,,,,,,,
D2-0037,0b81872e-b089-49e9-aec3-16a535b12efb,0057b67c-a140-400c-b308-2a6d046cb043,Haxorus,Black Bolt,147,illustration_rare,v1|157413692681|0,Haxorus 147/086 Pokemon TCG Sv: Black Bolt Extended Art Case,,Ungraded,4000,[],"[""FIXED_PRICE""]",outback_originals,https://i.ebayimg.com/images/g/WWMAAeSw~KdpXUkF/s-l225.jpg,https://www.ebay.com/itm/157413692681?_skw=Haxorus+147+Black+Bolt+Pokemon+card&hash=item24a6965509:g:WWMAAeSw~KdpXUkF,"{""value"": ""12.00"", ""currency"": ""USD""}","[{""shippingCostType"": ""FIXED"", ""shippingCost"": {""value"": ""5.00"", ""currency"": ""USD""}, ""minEstimatedDeliveryDate"": ""2026-09-15T07:00:00.000Z"", ""maxEstimatedDeliveryDate"": ""2026-09-18T07:00:00.000Z""}]",,,PENDING_INDEPENDENT_HUMAN_REVIEW,FINAL_BLIND_TEST,,,,,,,,,,,,,,
D2-0038,0b81872e-b089-49e9-aec3-16a535b12efb,0057b67c-a140-400c-b308-2a6d046cb043,Haxorus,Black Bolt,147,illustration_rare,v1|116980547571|0,2025 POKEMON BLK EN-BLACK BOLT ILLUSTRATION RARE #147 HAXORUS PSA 10,,Graded,2750,[],"[""FIXED_PRICE""]",psa,https://i.ebayimg.com/images/g/y3EAAeSwe~lpWq8M/s-l225.jpg,https://www.ebay.com/itm/116980547571?_skw=Haxorus+147+Black+Bolt+Pokemon+card&hash=item1b3c957ff3:g:y3EAAeSwe~lpWq8M,"{""value"": ""749.00"", ""currency"": ""USD""}","[{""shippingCostType"": ""FIXED"", ""shippingCost"": {""value"": ""5.99"", ""currency"": ""USD""}}]",,,PENDING_INDEPENDENT_HUMAN_REVIEW,FINAL_BLIND_TEST,,,,,,,,,,,,,,
D2-0040,0b81872e-b089-49e9-aec3-16a535b12efb,0057b67c-a140-400c-b308-2a6d046cb043,Haxorus,Black Bolt,147,illustration_rare,v1|128066487798|0,2025 POKEMON BLK EN-BLACK BOLT ILLUSTRATION RARE #147 HAXORUS PSA 9,,Graded,2750,[],"[""FIXED_PRICE"", ""BEST_OFFER""]",matrixunlimited,https://i.ebayimg.com/images/g/sI8AAeSw-JRqnjYa/s-l225.jpg,https://www.ebay.com/itm/128066487798?_skw=Haxorus+147+Black+Bolt+Pokemon+card&hash=item1dd15b85f6:g:sI8AAeSw-JRqnjYa,"{""value"": ""84.99"", ""currency"": ""USD""}","[{""shippingCostType"": ""FIXED"", ""shippingCost"": {""value"": ""0.00"", ""currency"": ""USD""}, ""minEstimatedDeliveryDate"": ""2026-09-16T07:00:00.000Z"", ""maxEstimatedDeliveryDate"": ""2026-09-23T07:00:00.000Z""}]",,,PENDING_INDEPENDENT_HUMAN_REVIEW,FINAL_BLIND_TEST,,,,,,,,,,,,,,
D2-0042,0b81872e-b089-49e9-aec3-16a535b12efb,0057b67c-a140-400c-b308-2a6d046cb043,Haxorus,Black Bolt,147,illustration_rare,v1|157588688778|0,Haxorus 147/086 Pokemon TCG Sv: Black Bolt Magnetic 🧲 Extended Art Case,,Ungraded,4000,[],"[""FIXED_PRICE""]",outback_originals,https://i.ebayimg.com/images/g/cG4AAeSwOA1pXUix/s-l225.jpg,https://www.ebay.com/itm/157588688778?_skw=Haxorus+147+Black+Bolt+Pokemon+card&hash=item24b1048f8a:g:cG4AAeSwOA1pXUix,"{""value"": ""16.00"", ""currency"": ""USD""}","[{""shippingCostType"": ""FIXED"", ""shippingCost"": {""value"": ""7.00"", ""currency"": ""USD""}, ""minEstimatedDeliveryDate"": ""2026-09-15T07:00:00.000Z"", ""maxEstimatedDeliveryDate"": ""2026-09-18T07:00:00.000Z""}]",,,PENDING_INDEPENDENT_HUMAN_REVIEW,FINAL_BLIND_TEST,,,,,,,,,,,,,,
D2-0051,0dde3317-5162-49d1-b5c9-6b206a086d2c,7a7c3304-cc14-4aab-9f7b-b88270d4228c,Tinkatuff,Paldean Fates,166,shiny_rare,v1|800499307724|0,Tinkatuff 166/091 - Shiny Rare PAF - Pokemon Holo NM,,Ungraded,4000,[],"[""FIXED_PRICE""]",northeastohiotcg,https://i.ebayimg.com/images/g/OCsAAeSwk1Jqi0ft/s-l225.jpg,https://www.ebay.com/itm/800499307724?_skw=Tinkatuff+166+Paldean+Fates+Pokemon+card&hash=itemba617a14cc:g:OCsAAeSwk1Jqi0ft,"{""value"": ""9.02"", ""currency"": ""USD""}","[{""shippingCostType"": ""FIXED"", ""shippingCost"": {""value"": ""0.00"", ""currency"": ""USD""}, ""minEstimatedDeliveryDate"": ""2026-09-18T07:00:00.000Z"", ""maxEstimatedDeliveryDate"": ""2026-09-24T07:00:00.000Z""}]",,,PENDING_INDEPENDENT_HUMAN_REVIEW,FINAL_BLIND_TEST,,,,,,,,,,,,,,
D2-0055,0dde3317-5162-49d1-b5c9-6b206a086d2c,7a7c3304-cc14-4aab-9f7b-b88270d4228c,Tinkatuff,Paldean Fates,166,shiny_rare,v1|168003802301|467696265540,Pokemon TCG Paldean Fates Shiny! Complete your Collection! Choose your own! NM,,Ungraded,4000,[],"[""FIXED_PRICE""]",vaultofjo,https://i.ebayimg.com/images/g/7qMAAeSwK8JpPyBn/s-l225.jpg,https://www.ebay.com/itm/168003802301?_skw=Tinkatuff+166+Paldean+Fates+Pokemon+card&hash=item271dce94bd:g:7qMAAeSwK8JpPyBn,"{""value"": ""7.42"", ""currency"": ""USD"", ""convertedFromValue"": ""5.49"", ""convertedFromCurrency"": ""GBP""}",[],,,PENDING_INDEPENDENT_HUMAN_REVIEW,FINAL_BLIND_TEST,,,,,,,,,,,,,,
D2-0057,0dde3317-5162-49d1-b5c9-6b206a086d2c,7a7c3304-cc14-4aab-9f7b-b88270d4228c,Tinkatuff,Paldean Fates,166,shiny_rare,v1|147367563083|0,Tinkatuff 166/091 SV: Paldean Fates Holo,,Ungraded,4000,[],"[""FIXED_PRICE"", ""BEST_OFFER""]",jet99*,https://i.ebayimg.com/images/g/g-cAAeSwvkJqKyhv/s-l225.jpg,https://www.ebay.com/itm/147367563083?_skw=Tinkatuff+166+Paldean+Fates+Pokemon+card&hash=item224fca8f4b:g:g-cAAeSwvkJqKyhv,"{""value"": ""4.00"", ""currency"": ""USD""}","[{""shippingCostType"": ""CALCULATED""}]",,,PENDING_INDEPENDENT_HUMAN_REVIEW,FINAL_BLIND_TEST,,,,,,,,,,,,,,
D2-0058,0dde3317-5162-49d1-b5c9-6b206a086d2c,7a7c3304-cc14-4aab-9f7b-b88270d4228c,Tinkatuff,Paldean Fates,166,shiny_rare,v1|147382231734|0,Tinkatuff 166/091 SV: Paldean Fates Shiny Rare Holo NM,,Ungraded,4000,[],"[""FIXED_PRICE"", ""BEST_OFFER""]",themornin,https://i.ebayimg.com/images/g/vb0AAeSwI5lqMz11/s-l225.jpg,https://www.ebay.com/itm/147382231734?_skw=Tinkatuff+166+Paldean+Fates+Pokemon+card&hash=item2250aa62b6:g:vb0AAeSwI5lqMz11,"{""value"": ""7.90"", ""currency"": ""USD""}","[{""shippingCostType"": ""FIXED"", ""shippingCost"": {""value"": ""0.00"", ""currency"": ""USD""}, ""minEstimatedDeliveryDate"": ""2026-09-15T07:00:00.000Z"", ""maxEstimatedDeliveryDate"": ""2026-09-19T07:00:00.000Z""}]",,,PENDING_INDEPENDENT_HUMAN_REVIEW,FINAL_BLIND_TEST,,,,,,,,,,,,,,
D2-0060,0dde3317-5162-49d1-b5c9-6b206a086d2c,7a7c3304-cc14-4aab-9f7b-b88270d4228c,Tinkatuff,Paldean Fates,166,shiny_rare,v1|158026854438|0,SV: Paldean Fates #166/091 Tinkatuff,,Ungraded,4000,[],"[""FIXED_PRICE"", ""BEST_OFFER""]",pastelito_collects,https://i.ebayimg.com/images/g/GL4AAeSw269qPXPy/s-l225.jpg,https://www.ebay.com/itm/158026854438?_skw=Tinkatuff+166+Paldean+Fates+Pokemon+card&hash=item24cb227026:g:GL4AAeSw269qPXPy,"{""value"": ""8.00"", ""currency"": ""USD""}","[{""shippingCostType"": ""CALCULATED""}]",,,PENDING_INDEPENDENT_HUMAN_REVIEW,FINAL_BLIND_TEST,,,,,,,,,,,,,,
D2-0061,10a47631-ea19-4b62-8a93-4b1b3e6b3013,780a248c-87ff-4879-955c-3d6bea287aca,Lt. Surge's Bargain,Mega Evolution,185,special_illustration_rare,v1|117404400702|0,Lt. Surge's Bargain Holofoil 185/132 Mega Evolution Special Illustration Rare,,Ungraded,4000,[],"[""FIXED_PRICE""]",durb.blak,https://i.ebayimg.com/images/g/gZUAAeSwrzBqoeMr/s-l225.jpg,https://www.ebay.com/itm/117404400702?_skw=Lt.+Surge%27s+Bargain+185+Mega+Evolution+Pokemon+card&hash=item1b55d8fc3e:g:gZUAAeSwrzBqoeMr,"{""value"": ""19.86"", ""currency"": ""USD""}","[{""shippingCostType"": ""FIXED"", ""shippingCost"": {""value"": ""0.00"", ""currency"": ""USD""}, ""minEstimatedDeliveryDate"": ""2026-09-14T07:00:00.000Z"", ""maxEstimatedDeliveryDate"": ""2026-09-17T07:00:00.000Z""}]",,,PENDING_INDEPENDENT_HUMAN_REVIEW,FINAL_BLIND_TEST,,,,,,,,,,,,,,
D2-0066,10a47631-ea19-4b62-8a93-4b1b3e6b3013,780a248c-87ff-4879-955c-3d6bea287aca,Lt. Surge's Bargain,Mega Evolution,185,special_illustration_rare,v1|147567260527|0,Pokémon TCG Lt. Surge's Bargain 185/132 ME01 Special illustration Rare Holo MINT,,Ungraded,4000,[],"[""FIXED_PRICE"", ""BEST_OFFER""]",goldzay,https://i.ebayimg.com/images/g/c2cAAeSwnsxqpKgq/s-l225.jpg,https://www.ebay.com/itm/147567260527?_skw=Lt.+Surge%27s+Bargain+185+Mega+Evolution+Pokemon+card&hash=item225bb1b36f:g:c2cAAeSwnsxqpKgq,"{""value"": ""20.00"", ""currency"": ""USD""}","[{""shippingCostType"": ""FIXED"", ""shippingCost"": {""value"": ""0.00"", ""currency"": ""USD""}, ""minEstimatedDeliveryDate"": ""2026-09-16T07:00:00.000Z"", ""maxEstimatedDeliveryDate"": ""2026-09-22T07:00:00.000Z""}]",,,PENDING_INDEPENDENT_HUMAN_REVIEW,FINAL_BLIND_TEST,,,,,,,,,,,,,,
D2-0067,10a47631-ea19-4b62-8a93-4b1b3e6b3013,780a248c-87ff-4879-955c-3d6bea287aca,Lt. Surge's Bargain,Mega Evolution,185,special_illustration_rare,v1|157367695863|458875403409,Mega Evolution Pokémon Cards! Holo/Reverse Holo EX SIR Illustration Rare Card!,,Ungraded,4000,[],"[""FIXED_PRICE""]",overstackedcards,https://i.ebayimg.com/images/g/MfcAAeSwlFVo6adY/s-l225.jpg,https://www.ebay.com/itm/157367695863?_skw=Lt.+Surge%27s+Bargain+185+Mega+Evolution+Pokemon+card&hash=item24a3d879f7:g:MfcAAeSwlFVo6adY,"{""value"": ""37.99"", ""currency"": ""USD""}","[{""shippingCostType"": ""FIXED"", ""shippingCost"": {""value"": ""0.00"", ""currency"": ""USD""}, ""minEstimatedDeliveryDate"": ""2026-09-15T07:00:00.000Z"", ""maxEstimatedDeliveryDate"": ""2026-09-18T07:00:00.000Z""}]",,,PENDING_INDEPENDENT_HUMAN_REVIEW,FINAL_BLIND_TEST,,,,,,,,,,,,,,
D2-0070,10a47631-ea19-4b62-8a93-4b1b3e6b3013,780a248c-87ff-4879-955c-3d6bea287aca,Lt. Surge's Bargain,Mega Evolution,185,special_illustration_rare,v1|128002982526|0,2025 Pokemon Mega Evolution #185 Lt. Surge's Bargain Special Illstrn Rare PSA 9,,Graded,2750,[],"[""FIXED_PRICE"", ""BEST_OFFER""]",titletownsc,https://i.ebayimg.com/images/g/0pkAAeSwMjhqgNm4/s-l225.jpg,https://www.ebay.com/itm/128002982526?_skw=Lt.+Surge%27s+Bargain+185+Mega+Evolution+Pokemon+card&hash=item1dcd92827e:g:0pkAAeSwMjhqgNm4,"{""value"": ""26.00"", ""currency"": ""USD""}","[{""shippingCostType"": ""FIXED"", ""shippingCost"": {""value"": ""6.75"", ""currency"": ""USD""}, ""minEstimatedDeliveryDate"": ""2026-09-14T07:00:00.000Z"", ""maxEstimatedDeliveryDate"": ""2026-09-17T07:00:00.000Z""}]",,,PENDING_INDEPENDENT_HUMAN_REVIEW,FINAL_BLIND_TEST,,,,,,,,,,,,,,
D2-0073,10a47631-ea19-4b62-8a93-4b1b3e6b3013,780a248c-87ff-4879-955c-3d6bea287aca,Lt. Surge's Bargain,Mega Evolution,185,special_illustration_rare,v1|137683510267|0,The Pokémon Company Lt. Surge's Bargain 185/132 Mega Evolution SIR Holo PSA 10,,Graded,2750,[],"[""FIXED_PRICE"", ""BEST_OFFER""]",gie_1352,https://i.ebayimg.com/images/g/GcYAAeSwj8Nqldhj/s-l225.jpg,https://www.ebay.com/itm/137683510267?_skw=Lt.+Surge%27s+Bargain+185+Mega+Evolution+Pokemon+card&hash=item200e93a3fb:g:GcYAAeSwj8Nqldhj,"{""value"": ""85.16"", ""currency"": ""USD""}","[{""shippingCostType"": ""CALCULATED""}]",,,PENDING_INDEPENDENT_HUMAN_REVIEW,FINAL_BLIND_TEST,,,,,,,,,,,,,,
D2-0078,147a436d-4ccc-43d1-b19a-20b74d2ff723,a86eb8d9-0e89-4e02-879a-d587dbfe0252,Carmine,Twilight Masquerade,217,special_illustration_rare,v1|137465387508|0,Carmine SV06: Twilight Masquerade #217/167,,Ungraded,4000,[],"[""FIXED_PRICE"", ""BEST_OFFER""]",kardkings3,https://i.ebayimg.com/images/g/OlUAAeSwAZtqQtXo/s-l225.jpg,https://www.ebay.com/itm/137465387508?_skw=Carmine+217+Twilight+Masquerade+Pokemon+card&hash=item20019359f4:g:OlUAAeSwAZtqQtXo,"{""value"": ""75.00"", ""currency"": ""USD""}","[{""shippingCostType"": ""FIXED"", ""shippingCost"": {""value"": ""0.00"", ""currency"": ""USD""}, ""minEstimatedDeliveryDate"": ""2026-09-15T07:00:00.000Z"", ""maxEstimatedDeliveryDate"": ""2026-09-21T07:00:00.000Z""}]",,,PENDING_INDEPENDENT_HUMAN_REVIEW,FINAL_BLIND_TEST,,,,,,,,,,,,,,
D2-0083,147a436d-4ccc-43d1-b19a-20b74d2ff723,a86eb8d9-0e89-4e02-879a-d587dbfe0252,Carmine,Twilight Masquerade,217,special_illustration_rare,v1|117390725161|0,Carmine 217/167 Pokemon SV06: Twilight Masquerade Special Illustration Rare PSA9,,Graded,2750,[],"[""FIXED_PRICE""]",kp_universe,https://i.ebayimg.com/images/g/W5UAAeSwVM5pBSrd/s-l225.jpg,https://www.ebay.com/itm/117390725161?_skw=Carmine+217+Twilight+Masquerade+Pokemon+card&hash=item1b55085029:g:W5UAAeSwVM5pBSrd,"{""value"": ""109.99"", ""currency"": ""USD""}","[{""shippingCostType"": ""FIXED"", ""shippingCost"": {""value"": ""0.00"", ""currency"": ""USD""}, ""minEstimatedDeliveryDate"": ""2026-09-15T07:00:00.000Z"", ""maxEstimatedDeliveryDate"": ""2026-09-18T07:00:00.000Z""}]",,,PENDING_INDEPENDENT_HUMAN_REVIEW,FINAL_BLIND_TEST,,,,,,,,,,,,,,
