row_id,listing_item_id,item_url,listing_title,condition,buying_options_json,seller_id,image_url,image_urls_json,target_card_name,target_set_name,target_card_number,target_treatment,human_truth_label,human_language_if_known,reviewer_id,label_timestamp,review_note
e2_16b_dev_0010,v1|820122915433|0,https://www.ebay.com/itm/820122915433,Pokemon Reshiram EX - Japanese White Flare 168/086,Graded,"[""FIXED_PRICE"", ""BEST_OFFER""]",david_new90,https://i.ebayimg.com/images/g/dmMAAeSw4Z1qpvzO/s-l1600.jpg,"[""https://i.ebayimg.com/images/g/dmMAAeSw4Z1qpvzO/s-l1600.jpg"", ""https://i.ebayimg.com/images/g/BqMAAeSw4~BqpvzP/s-l1600.jpg""]",Reshiram ex,White Flare,166,special_illustration_rare,NON_ENGLISH,,donny,2026-09-16T19:37:18.579314+00:00,
e2_16b_dev_0011,v1|306933062688|0,https://www.ebay.com/itm/306933062688?amdata=enc%3AAQALAAAAoCHNgUiiE%2FjQhlDTaMiAde%2B1zZHXNakAWekCJfXT09HKJg8OXMtlB%2FirsAhp%2FVUM5SXHmvAkZgD6nZxwslpq2xmZ4Rzu3MFINbgjcXpEeT8OCTqg4VqStkjzp%2FJ0dvjYqPzZvXndoFtmuCKZ0NPLRQXSvfabOD6eiXcSOMO4OASgOKDHpugfLelxk%2FWQxJuaSPevk9JSx4txJ%2FLZRZs9bh8%3D,Reshiram ex - Special Art Rare SV11W: White Flare 168/086 NM,Ungraded,"[""FIXED_PRICE""]",barkleyandbiscuitcollectibles,https://i.ebayimg.com/images/g/D80AAeSw3uFqAl42/s-l1600.jpg,"[""https://i.ebayimg.com/images/g/D80AAeSw3uFqAl42/s-l1600.jpg"", ""https://i.ebayimg.com/images/g/3FYAAeSw1ClqAl42/s-l1600.jpg"", ""https://i.ebayimg.com/images/g/Kl4AAeSwLSlqAl41/s-l1600.jpg""]",Reshiram ex,White Flare,166,special_illustration_rare,NON_ENGLISH,,donny,2026-09-16T19:37:20.055768+00:00,
e2_16b_dev_0012,v1|389337925748|0,https://www.ebay.com/itm/389337925748?amdata=enc%3AAQALAAAAoCHNgUiiE%2FjQhlDTaMiAde%2FWrgt%2BEOuzqMLW27qSZgfpCljJp0RNDAjmaGC3qSUar6cRQH7oz6jZt1T2cgDJ4RzVZQMYH49cEwLy9Kt4IUma5FhMuFZo7F%2BDJ5SeW%2Bd4ImLFgbQCN9d9hafuNa1S5R3e%2FUJ%2FNECts5smT9bM%2B3cAiV%2FNgQdtB4NI6mQhA11NnkixYHXPlnTLFrnhLj6GQTw%3D,Tinkatuff 2023 SV4a 095/190 G Nintendo Gamefreak Pokemon Card Japanese F/S,Ungraded,"[""FIXED_PRICE""]",nackedit,https://i.ebayimg.com/images/g/h-AAAeSwpO5pM6dP/s-l1600.jpg,"[""https://i.ebayimg.com/images/g/h-AAAeSwpO5pM6dP/s-l1600.jpg"", ""https://i.ebayimg.com/images/g/T8AAAeSwTpxpM6ga/s-l1600.jpg""]",Tinkatuff,Paldean Fates,166,shiny_rare,NON_ENGLISH,,donny,2026-09-16T19:37:21.660096+00:00,
e2_16b_dev_0013,v1|396701829289|0,https://www.ebay.com/itm/396701829289?amdata=enc%3AAQALAAAAoCHNgUiiE%2FjQhlDTaMiAde8eNtlQ84PDzDpZjQIDvHy23f3%2Fjr%2FzW8uAXaojDyOJFGHSbTxiayePALwbr5B9STQBls%2BdtcOE6fOy0Z7N8d9xoLjwyRNzsIpCAbsMZKmHgFbwK7fDik1vukJXd4YRQt%2BqWxAV895CGAGXyCgneAh58PoLga5mZVarpBAhy0c4hHd9D6mlW1KdnsWOqWmBegU%3D,Archeops AR 130/086 SV11W White Flare Pokemon Card Japanese,Ungraded,"[""FIXED_PRICE""]",ash-s_tcg_world,https://i.ebayimg.com/images/g/TLAAAeSwrHRp-Y4e/s-l1600.jpg,"[""https://i.ebayimg.com/images/g/TLAAAeSwrHRp-Y4e/s-l1600.jpg"", ""https://i.ebayimg.com/images/g/nAEAAeSwhYVp-Y4f/s-l1600.jpg"", ""https://i.ebayimg.com/images/g/xdUAAeSwm5Bp-ZH4/s-l1600.jpg"", ""https://i.ebayimg.com/images/g/bZQAAeSwwtlp-Y4k/s-l1600.jpg"", ""https://i.ebayimg.com/images/g/dl8AAeSwJyRp-Y4e/s-l1600.jpg"", ""https://i.ebayimg.com/images/g/X-kAAeSwHpNp-Y4f/s-l1600.jpg""]",Archeops,White Flare,132,illustration_rare,NON_ENGLISH,,donny,2026-09-16T19:37:24.588821+00:00,
e2_16b_dev_0014,v1|366623811166|0,https://www.ebay.com/itm/366623811166,Trubbish 056/086 White Flare NM Japanese Pokemon Card TCG,Ungraded,"[""FIXED_PRICE"", ""BEST_OFFER""]",hexikyu_tcg,https://i.ebayimg.com/images/g/pHkAAeSwpZhp3R3R/s-l1600.jpg,"[""https://i.ebayimg.com/images/g/pHkAAeSwpZhp3R3R/s-l1600.jpg"", ""https://i.ebayimg.com/images/g/Z98AAeSw--9p3R3R/s-l1600.jpg"", ""https://i.ebayimg.com/images/g/qZYAAeSwhIJp3R3R/s-l1600.jpg"", ""https://i.ebayimg.com/images/g/cHsAAeSwcE5p3R3R/s-l1600.jpg"", ""https://i.ebayimg.com/images/g/cHwAAeSwcE5p3R3R/s-l1600.jpg"", ""https://i.ebayimg.com/images/g/lUUAAeSw~F5p3R3R/s-l1600.jpg""]",Trubbish,White Flare,140,illustration_rare,NON_ENGLISH,,donny,2026-09-16T19:37:26.631082+00:00,
e2_16b_dev_0015,v1|317596164278|0,https://www.ebay.com/itm/317596164278?amdata=enc%3AAQALAAAAoCHNgUiiE%2FjQhlDTaMiAde%2B886rRQXCKcbwQzFglXwfOpMXFm6bFfVb2yegnnAJ5t296sexCZhTzZY5dAajxlUrRH2cCFxjVQF%2Foo3RwpiMM5rMRwomunj9MoVBh2AWsDqIPawO0QtQsW38fLnA7WxsZVY77ZBclBHNQs409cicaAd1--t18dfcA2e5FY0bJqTa6B5qvprQDMgAixOkKhYU%3D,Mega Gardevoir ex MA 226/193 M2a MEGA Dream ex - Pokemon Card Japanese MEGA,Ungraded,"[""FIXED_PRICE"", ""BEST_OFFER""]",animart_japan,https://i.ebayimg.com/images/g/zDUAAeSwLENpKPiB/s-l1600.jpg,"[""https://i.ebayimg.com/images/g/zDUAAeSwLENpKPiB/s-l1600.jpg"", ""https://i.ebayimg.com/images/g/F~MAAeSwtGBpKPiB/s-l1600.jpg"", ""https://i.ebayimg.com/images/g/suAAAeSwULxpKPiB/s-l1600.jpg""]",Mega Gardevoir ex,Mega Evolution,187,mega_hyper_rare,NON_ENGLISH,,donny,2026-09-16T19:37:28.355034+00:00,
e2_16b_dev_0016,v1|316490415348|0,https://www.ebay.com/itm/316490415348,Crustle AR 067/063 SV9a Heat Wave Arena - Pokemon Card Japanese Scarlet & Violet,Ungraded,"[""FIXED_PRICE"", ""BEST_OFFER""]",animart_japan,https://i.ebayimg.com/images/g/g-4AAeSwSoBn02rg/s-l1600.jpg,"[""https://i.ebayimg.com/images/g/g-4AAeSwSoBn02rg/s-l1600.jpg"", ""https://i.ebayimg.com/images/g/m2gAAeSwf0pn02rg/s-l1600.jpg"", ""https://i.ebayimg.com/images/g/m-8AAeSwH2Vn02rg/s-l1600.jpg""]",Crustle,Paradox Rift,183,illustration_rare,NON_ENGLISH,,donny,2026-09-16T19:37:29.953077+00:00,
e2_16b_dev_0017,v1|127977675766|0,https://www.ebay.com/itm/127977675766?amdata=enc%3AAQALAAAAoCHNgUiiE%2FjQhlDTaMiAde9LQdQ57iC9PKgF7gVmrwxZq9eOk0grNZ%2BBMnPjIR9VoDg48uBMSUqQrmXU3Gl%2Fe0YENO362hgB2MJhuWGTYPxMBLL9MNirSquuqhEyQ6Et843rkJp%2Bv4ofF2pfK9toDqAgEykqnm1%2FMPLLSY6xXdmhI74dlMIgFJEaifRe48ActEqWvNbKziFSMOMJ32AEg90%3D,Dachsbun ex SR SAR Set 119-129/102 SV7 Stellar Miracle - Pokemon Card Japanese,Ungraded,"[""FIXED_PRICE"", ""BEST_OFFER""]",tcg_183_5,https://i.ebayimg.com/images/g/TvQAAeSwmaVqWLLq/s-l1600.jpg,"[""https://i.ebayimg.com/images/g/TvQAAeSwmaVqWLLq/s-l1600.jpg"", ""https://i.ebayimg.com/images/g/HjkAAeSwQ9ZoQZfw/s-l1600.jpg"", ""https://i.ebayimg.com/images/g/Dg0AAeSw7OVoQZfw/s-l1600.jpg"", ""https://i.ebayimg.com/images/g/mVwAAeSwzPxozNvm/s-l1600.jpg""]",Dachsbun ex,Stellar Crown,169,special_illustration_rare,NON_ENGLISH,,donny,2026-09-16T19:37:32.608334+00:00,
e2_16b_dev_0018,v1|366630192379|0,https://www.ebay.com/itm/366630192379?amdata=enc%3AAQALAAAAoCHNgUiiE%2FjQhlDTaMiAde9fo2QJFn1dkdTqK4LJ6VHi1tJ4QI4YyV%2BPI%2F2EA8g1mUI76ISs5XpTQC8VPXuvRIPdz57jHwU3Zg%2BZIyutwn6InMIFScUkzMNJ4YOMcJ4xM3KzhLa3IkNUu0didblQNeafnD1yORIlTg8l4CwrvGnxxwI2kQi8lhM%2FNzOUvo71TdZnWcDk%2FYBeFLa4kCMIG3I%3D,Archeops 048/086 White Flare NM Japanese Pokemon Card TCG,Ungraded,"[""FIXED_PRICE"", ""BEST_OFFER""]",hexikyu_tcg,https://i.ebayimg.com/images/g/uycAAeSwLSlp3R5I/s-l1600.jpg,"[""https://i.ebayimg.com/images/g/uycAAeSwLSlp3R5I/s-l1600.jpg"", ""https://i.ebayimg.com/images/g/XA0AAeSwWIZp3R5I/s-l1600.jpg"", ""https://i.ebayimg.com/images/g/o-oAAeSwcnFp3R5H/s-l1600.jpg"", ""https://i.ebayimg.com/images/g/pVUAAeSw~F1p3R5H/s-l1600.jpg"", ""https://i.ebayimg.com/images/g/WUcAAeSweJZp3R5H/s-l1600.jpg"", ""https://i.ebayimg.com/images/g/EsMAAeSwCctp3R5I/s-l1600.jpg""]",Archeops,White Flare,132,illustration_rare,NON_ENGLISH,,donny,2026-09-16T19:37:36.728053+00:00,
e2_16b_dev_0019,v1|237048078542|0,https://www.ebay.com/itm/237048078542?amdata=enc%3AAQALAAAAoCHNgUiiE%2FjQhlDTaMiAde9VUWnaREUWqZlqK0qMCoJR%2FDWUKDOh9ZFiBB3oG9ldf8HgBfAFjm%2BBx1Zm5v%2B2nPExHvxKAlJaJFjVq0GitK188vxif9Hy1hOrmyzNlSBvBXa%2BC75WER%2FGezMLqu7HF6gMsNx7jMr240ACT%2F8ZzP2S35owiYm%2F1n08PTe2cSHfoqPLKAbTTutYJhbZWmHPgds%3D,Mega Dragonite ex 246/193 M2a: High Class Pack: Mega Dream Ex Holo (Japanese),Ungraded,"[""FIXED_PRICE"", ""BEST_OFFER""]",mitev_2684,https://i.ebayimg.com/images/g/Mg0AAeSwl1dqmlCu/s-l1600.jpg,"[""https://i.ebayimg.com/images/g/Mg0AAeSwl1dqmlCu/s-l1600.jpg"", ""https://i.ebayimg.com/images/g/mBgAAeSw5eVqmlCw/s-l1600.jpg""]",Mega Dragonite ex,Ascended Heroes,290,special_illustration_rare,NON_ENGLISH,,donny,2026-09-16T19:37:38.777574+00:00,
e2_16b_dev_0020,v1|278369389535|0,https://www.ebay.com/itm/278369389535,Dachsbun ex SR 119/102 SV7 Stellar Miracle - Pokemon Card Japanese,Ungraded,"[""AUCTION""]",michaelu5823,https://i.ebayimg.com/images/g/DjAAAeSwnsNqlHh2/s-l1600.jpg,"[""https://i.ebayimg.com/images/g/DjAAAeSwnsNqlHh2/s-l1600.jpg"", ""https://i.ebayimg.com/images/g/9RcAAeSwPdNqlHhs/s-l1600.jpg""]",Dachsbun ex,Stellar Crown,169,special_illustration_rare,NON_ENGLISH,,donny,2026-09-16T19:37:40.951942+00:00,
e2_16b_dev_0021,v1|327093079062|0,https://www.ebay.com/itm/327093079062,Crustle Art Rare Holo 067/063 - SV9a - NM,Ungraded,"[""FIXED_PRICE""]",biskyandco,https://i.ebayimg.com/images/g/fLUAAeSwyXBp1yZ4/s-l1600.jpg,"[""https://i.ebayimg.com/images/g/fLUAAeSwyXBp1yZ4/s-l1600.jpg"", ""https://i.ebayimg.com/images/g/gg8AAeSw18Vp1yZ4/s-l1600.jpg""]",Crustle,Paradox Rift,183,illustration_rare,NON_ENGLISH,,donny,2026-09-16T19:37:43.222871+00:00,
e2_16b_dev_0022,v1|318866788316|0,https://www.ebay.com/itm/318866788316?amdata=enc%3AAQALAAAAoCHNgUiiE%2FjQhlDTaMiAde%2BHv5dNQCLVjWfH8relEQyd1CYITH2nd%2Bs3hcQq%2BamyOPXckur%2FUf0noWwzDl%2FtKeG5gJ2RFxRUQPO9CgqZAi3%2FoVIcdGK%2BAsIuuJqrgyZil%2FVBJ1aE%2BiTSqYACbMnY6eMcuNrlfn4RJpZxrkUdqsXmNYpUOL0%2F6ZirwI%2B3dN6uyHKiT%2BDV7Rb%2FPrZgAUj2gnA%3D,Lillie's Determination - 091/63 - Mega Brave,Ungraded,"[""FIXED_PRICE"", ""BEST_OFFER""]",generalmagikarp,https://i.ebayimg.com/images/g/YY0AAeSwM-Nqpw7e/s-l1600.jpg,"[""https://i.ebayimg.com/images/g/YY0AAeSwM-Nqpw7e/s-l1600.jpg"", ""https://i.ebayimg.com/images/g/rR8AAeSwVbhqpw7K/s-l1600.jpg""]",Lillie's Determination,Mega Evolution,184,special_illustration_rare,NON_ENGLISH,,donny,2026-09-16T19:37:44.728718+00:00,
e2_16b_dev_0023,v1|146810219861|0,https://www.ebay.com/itm/146810219861?amdata=enc%3AAQALAAAAoCHNgUiiE%2FjQhlDTaMiAde%2BIMX5hH0yVO8g65EZfFUgagwCF5pWpkknz9GOd4LBpFpw4Bm0zvaX%2Fx16vFyaQfgO%2B4%2BKEK7gCvzV%2B40wV9Lc2FxVSxEMhCCAZdmdDOUpD7ia3RTJZ2j6wDaEEkUdMvxTMBC96DmCMqEyQX7yPSeW0K%2FGYcnQW%2FfmoGrZCrjYdCj1K2QXwqifdzAiW6HRxD2s%3D,IN STOCK Reshiram ex SAR 168/086 White Flare sv11W NM Pokemon Card Japanese 2025,Ungraded,"[""FIXED_PRICE"", ""BEST_OFFER""]",ctptcg-50,https://i.ebayimg.com/images/g/EvIAAeSwj1JouAoa/s-l1600.jpg,"[""https://i.ebayimg.com/images/g/EvIAAeSwj1JouAoa/s-l1600.jpg"", ""https://i.ebayimg.com/images/g/Fj4AAeSwS5JouAoa/s-l1600.jpg"", ""https://i.ebayimg.com/images/g/Ng0AAeSwEaNouAoa/s-l1600.jpg"", ""https://i.ebayimg.com/images/g/C~cAAeSwl6douAoa/s-l1600.jpg""]",Reshiram ex,White Flare,166,special_illustration_rare,NON_ENGLISH,,donny,2026-09-16T19:37:46.498186+00:00,
e2_16b_dev_0024,v1|406523331558|0,https://www.ebay.com/itm/406523331558?amdata=enc%3AAQALAAAAoCHNgUiiE%2FjQhlDTaMiAde9oRr4OXP629v74sbWiq06Xf%2BmRc9PZON74OvpIqQZCf44suHRMgU655yXzQugAJr5GFiQuMc4yEI3GWm9jgidmpg2PYkXy2LAoMWFLESgEzsOTgnbD44ekpeuScKLJsm5L7UfbYnOhFuq%2FzoYBg6QagHxvhgFVn%2FXPsIphcYqb%2FWWr9YPX%2Bk%2B2qTcf0a3RYp4%3D,Pokemon Japanese TCG 2025 MEGA Dream ex MEGA Gengar ex M2a-240/193 SAR NM,Ungraded,"[""FIXED_PRICE""]",cong-toy-house,https://i.ebayimg.com/images/g/7NQAAeSw5spp81d6/s-l1600.jpg,"[""https://i.ebayimg.com/images/g/7NQAAeSw5spp81d6/s-l1600.jpg"", ""https://i.ebayimg.com/images/g/NnUAAeSw-jZp81d5/s-l1600.jpg"", ""https://i.ebayimg.com/images/g/YEMAAeSwfLxp81eA/s-l1600.jpg"", ""https://i.ebayimg.com/images/g/U5UAAeSweJZp81eo/s-l1600.jpg"", ""https://i.ebayimg.com/images/g/JP8AAeSwFd5p81eC/s-l1600.jpg"", ""https://i.ebayimg.com/images/g/BN8AAeSw9yVp81eC/s-l1600.jpg""]",Mega Gengar ex,Ascended Heroes,284,special_illustration_rare,NON_ENGLISH,,donny,2026-09-16T19:37:48.200028+00:00,
e2_16b_dev_0025,v1|398208056182|0,https://www.ebay.com/itm/398208056182,Chaos Rising Mega greninja EX Holo Pokemon Card Japanese Standard 350HP,Ungraded,"[""FIXED_PRICE"", ""BEST_OFFER""]",pokesportzbenji,https://i.ebayimg.com/images/g/5U4AAeSwU7hqYlhz/s-l1600.jpg,"[""https://i.ebayimg.com/images/g/5U4AAeSwU7hqYlhz/s-l1600.jpg"", ""https://i.ebayimg.com/images/g/zV0AAeSwMDlqYlhG/s-l1600.jpg""]",Mega Greninja ex,Chaos Rising,122,mega_hyper_rare,NON_ENGLISH,,donny,2026-09-16T19:37:49.771068+00:00,
