benchmark_row_id,listing_item_id,item_url,listing_title,condition,condition_id,category_id,buying_options_json,seller_id,image_url,canonical_card_id,card_variant_id,target_card_name,target_set_name,target_card_number,target_treatment,exact_match_yes_no_uncertain,single_card_or_lot,raw_or_graded,card_or_sealed_nonshcard,collector_number_consistency,set_consistency,language,variant_treatment,reviewer_id,label_timestamp,review_note,adjudicated_result
E13-0011,v1|306789220659|0,https://www.ebay.com/itm/306789220659?_skw=Trubbish+140+White+Flare&hash=item476e100133:g:QG8AAeSwcbRpnnNm,Trubbish Illustration Rare 140/086 Pokémon White Flare NM/Mint,Ungraded,4000,,"[""FIXED_PRICE"", ""BEST_OFFER""]",zakuku,https://i.ebayimg.com/images/g/QG8AAeSwcbRpnnNm/s-l225.jpg,0331d96e-d8af-44d3-9552-85f784d9b4ca,720c16f5-5c19-43bc-a711-0ea9e8545aab,Trubbish,White Flare,140,illustration_rare,YES,SINGLE_CARD,RAW,CARD,,,,,Donny,2026-09-16T04:12:55.023180+00:00,,
E13-0012,v1|287379405575|0,https://www.ebay.com/itm/287379405575?_skw=Trubbish+140+White+Flare&hash=item42e925bb07:g:HcEAAeSwFhpqJIkz,Pokemon 2025 Trubbish 140/086 Illustration Rare White Flare MINT PSA 9,Graded,2750,,"[""FIXED_PRICE"", ""BEST_OFFER""]",chrisweb,https://i.ebayimg.com/images/g/HcEAAeSwFhpqJIkz/s-l225.jpg,0331d96e-d8af-44d3-9552-85f784d9b4ca,720c16f5-5c19-43bc-a711-0ea9e8545aab,Trubbish,White Flare,140,illustration_rare,NO,SINGLE_CARD,GRADED,CARD,,,,,Donny,2026-09-16T03:18:12.278611+00:00,,
E13-0013,v1|158100540486|0,https://www.ebay.com/itm/158100540486?_skw=Trubbish+140+White+Flare&hash=item24cf86cc46:g:o1YAAeSw3yhqXXlI,Trubbish 140/086 Sv: White Flare Holo,Ungraded,4000,,"[""FIXED_PRICE"", ""BEST_OFFER""]",noirdiamond,https://i.ebayimg.com/images/g/o1YAAeSw3yhqXXlI/s-l225.jpg,0331d96e-d8af-44d3-9552-85f784d9b4ca,720c16f5-5c19-43bc-a711-0ea9e8545aab,Trubbish,White Flare,140,illustration_rare,YES,SINGLE_CARD,RAW,CARD,,,,,Donny,2026-09-16T04:14:33.687806+00:00,,
E13-0014,v1|820120981063|0,https://www.ebay.com/itm/820120981063?_skw=Trubbish+140+White+Flare+Pokemon+card&hash=itembef3050e47:g:Cv8AAeSwWxpqpkug,The Pokémon Company Trubbish 140/086 Sv: White Flare Illustration Rare Holo ENG,Ungraded,4000,,"[""FIXED_PRICE""]",hendiiiiii,https://i.ebayimg.com/images/g/Cv8AAeSwWxpqpkug/s-l225.jpg,0331d96e-d8af-44d3-9552-85f784d9b4ca,720c16f5-5c19-43bc-a711-0ea9e8545aab,Trubbish,White Flare,140,illustration_rare,YES,SINGLE_CARD,RAW,CARD,,,,,Donny,2026-09-16T04:14:52.202665+00:00,,
E13-0015,v1|298643045733|0,https://www.ebay.com/itm/298643045733?_skw=Trubbish+140+White+Flare&hash=item4588833d65:g:UNwAAeSwGTpp2Bgg,NM-Mint Trubbish - 140/086 - Illustration Rare Pokemon White Flare,Ungraded,4000,,"[""FIXED_PRICE""]",capefeargames,https://i.ebayimg.com/images/g/UNwAAeSwGTpp2Bgg/s-l225.jpg,0331d96e-d8af-44d3-9552-85f784d9b4ca,720c16f5-5c19-43bc-a711-0ea9e8545aab,Trubbish,White Flare,140,illustration_rare,YES,SINGLE_CARD,RAW,CARD,,,,,Donny,2026-09-16T04:13:41.434226+00:00,,
E13-0016,v1|298678305422|0,https://www.ebay.com/itm/298678305422?_skw=Haxorus+147+Black+Bolt+Pokemon+card&hash=item458a9d428e:g:n-gAAeSw34pqqfG3,Haxorus #147/086 Illustration Rare Black Bolt 2025 NM,Ungraded,4000,,"[""AUCTION""]",manthatsaid,https://i.ebayimg.com/images/g/n-gAAeSw34pqqfG3/s-l225.jpg,0b81872e-b089-49e9-aec3-16a535b12efb,0057b67c-a140-400c-b308-2a6d046cb043,Haxorus,Black Bolt,147,illustration_rare,YES,SINGLE_CARD,RAW,CARD,,,,,Donny,2026-09-16T04:11:59.040717+00:00,,
E13-0017,v1|117413910135|0,https://www.ebay.com/itm/117413910135?_skw=Haxorus+147+Black+Bolt+Pokemon+card&hash=item1b566a1677:g:o18AAeSwj7pqqWwU,2025 POKEMON BLK EN-BLACK BOLT ILLUSTRATION RARE #147 HAXORUS PSA 10,Graded,2750,,"[""FIXED_PRICE"", ""BEST_OFFER""]",psa,https://i.ebayimg.com/images/g/o18AAeSwj7pqqWwU/s-l225.jpg,0b81872e-b089-49e9-aec3-16a535b12efb,0057b67c-a140-400c-b308-2a6d046cb043,Haxorus,Black Bolt,147,illustration_rare,NO,SINGLE_CARD,GRADED,CARD,,,,,Donny,2026-09-16T03:18:17.452840+00:00,,
E13-0018,v1|236906196276|0,https://www.ebay.com/itm/236906196276?_skw=Haxorus+147+Black+Bolt&hash=item3728b5ad34:g:gBMAAeSwt8NqQuSs,2025 Pokemon Black Bolt Haxorus Illustration Rare #147  PSA 10,Graded,2750,,"[""FIXED_PRICE"", ""BEST_OFFER""]",jxc99,https://i.ebayimg.com/images/g/gBMAAeSwt8NqQuSs/s-l225.jpg,0b81872e-b089-49e9-aec3-16a535b12efb,0057b67c-a140-400c-b308-2a6d046cb043,Haxorus,Black Bolt,147,illustration_rare,NO,SINGLE_CARD,GRADED,CARD,,,,,Donny,2026-09-16T03:18:19.370610+00:00,,
E13-0019,v1|206452291865|0,https://www.ebay.com/itm/206452291865?_skw=Haxorus+147+Black+Bolt&hash=item301183f919:g:sXQAAeSwxUxqayHu,Pokémon Black Bolt Haxorus 147,Ungraded,4000,,"[""FIXED_PRICE""]",card.traders.australia,https://i.ebayimg.com/images/g/sXQAAeSwxUxqayHu/s-l225.jpg,0b81872e-b089-49e9-aec3-16a535b12efb,0057b67c-a140-400c-b308-2a6d046cb043,Haxorus,Black Bolt,147,illustration_rare,YES,SINGLE_CARD,RAW,CARD,,,,,Donny,2026-09-16T04:14:11.025517+00:00,,
E13-0020,v1|366462379861|0,https://www.ebay.com/itm/366462379861?_skw=Haxorus+147+Black+Bolt&hash=item5552dc2755:g:wsgAAeSwidpqJbXC,Pokemon TCG Haxorus 147/086 Sv: Black Bolt Illustration Rare Holo 170 HP EN,Ungraded,4000,,"[""FIXED_PRICE"", ""BEST_OFFER""]",wel4741,https://i.ebayimg.com/images/g/wsgAAeSwidpqJbXC/s-l225.jpg,0b81872e-b089-49e9-aec3-16a535b12efb,0057b67c-a140-400c-b308-2a6d046cb043,Haxorus,Black Bolt,147,illustration_rare,YES,SINGLE_CARD,RAW,CARD,,,,,Donny,2026-09-16T04:12:09.197306+00:00,,
E13-0021,v1|407171889822|0,https://www.ebay.com/itm/407171889822?_skw=Haxorus+147+Black+Bolt&hash=item5ecd55fa9e:g:XMsAAeSwrj5qjy7p,Haxorus 147/086 (NM) - SV: Black Bolt - Illustration Rare - Pokemon TCG,Ungraded,4000,,"[""FIXED_PRICE"", ""BEST_OFFER""]",syd2274,https://i.ebayimg.com/images/g/XMsAAeSwrj5qjy7p/s-l225.jpg,0b81872e-b089-49e9-aec3-16a535b12efb,0057b67c-a140-400c-b308-2a6d046cb043,Haxorus,Black Bolt,147,illustration_rare,YES,SINGLE_CARD,RAW,CARD,,,,,Donny,2026-09-16T04:13:35.792119+00:00,,
E13-0022,v1|157658684236|459138991941,https://www.ebay.com/itm/157658684236?_skw=Haxorus+147+Black+Bolt&var=459138991941&hash=item24b5309b4c:g:s-IAAeSwC7lpgu3Y,Haxorus 147 Black Bolt Pokemon Extended  Artwork For PSA CGC BGS or TAG,Ungraded,4000,,"[""FIXED_PRICE""]",outback_originals,https://i.ebayimg.com/images/g/s-IAAeSwC7lpgu3Y/s-l225.jpg,0b81872e-b089-49e9-aec3-16a535b12efb,0057b67c-a140-400c-b308-2a6d046cb043,Haxorus,Black Bolt,147,illustration_rare,NO,SINGLE_CARD,GRADED,CARD,,,,,Donny,2026-09-16T03:18:23.884728+00:00,,
E13-0023,v1|407212711876|0,https://www.ebay.com/itm/407212711876?_skw=Haxorus+147+Black+Bolt&hash=item5ecfc4dfc4:g:~RUAAeSwWkZqk4RL,Haxorus 147/086 Black Bolt Holo Scarlet & Violet Pokemon,Ungraded,4000,,"[""FIXED_PRICE""]",bjornshoptcg,https://i.ebayimg.com/images/g/~RUAAeSwWkZqk4RL/s-l225.jpg,0b81872e-b089-49e9-aec3-16a535b12efb,0057b67c-a140-400c-b308-2a6d046cb043,Haxorus,Black Bolt,147,illustration_rare,YES,SINGLE_CARD,RAW,CARD,,,,,Donny,2026-09-16T03:38:47.697149+00:00,,
E13-0024,v1|377497686353|0,https://www.ebay.com/itm/377497686353?_skw=Tinkatuff+166+Paldean+Fates&hash=item57e49d9151:g:NcsAAeSwhctqox6g,2024 Pokémon PAF EN Tinkatuff Shiny Rare #166 PSA 10 GEM MT,Graded,2750,,"[""FIXED_PRICE""]",dreamzsportscards,https://i.ebayimg.com/images/g/NcsAAeSwhctqox6g/s-l225.jpg,0dde3317-5162-49d1-b5c9-6b206a086d2c,7a7c3304-cc14-4aab-9f7b-b88270d4228c,Tinkatuff,Paldean Fates,166,shiny_rare,NO,SINGLE_CARD,GRADED,CARD,,,,,Donny,2026-09-16T03:18:26.871396+00:00,,
E13-0025,v1|398308082064|0,https://www.ebay.com/itm/398308082064?_skw=Tinkatuff+166+Paldean+Fates&hash=item5cbd030190:g:iCkAAeSw7mVof-xu,2024 Scarlet & Violet Series - Paldean Fates Tinkatuff Illustration Rare #166,Ungraded,4000,,"[""FIXED_PRICE"", ""BEST_OFFER""]",sportscollection-99,https://i.ebayimg.com/images/g/iCkAAeSw7mVof-xu/s-l225.jpg,0dde3317-5162-49d1-b5c9-6b206a086d2c,7a7c3304-cc14-4aab-9f7b-b88270d4228c,Tinkatuff,Paldean Fates,166,shiny_rare,YES,SINGLE_CARD,RAW,CARD,,,,,Donny,2026-09-16T03:38:57.295956+00:00,,
E13-0026,v1|267761289334|0,https://www.ebay.com/itm/267761289334?_skw=Tinkatuff+166+Paldean+Fates&hash=item3e57d10876:g:ocUAAeSwsDVqhRK-,Pokemon Tinkatuff Holofoil PAF 166/091 NM Shiny Rare EN,Ungraded,4000,,"[""FIXED_PRICE""]",hansenhustle,https://i.ebayimg.com/images/g/ocUAAeSwsDVqhRK-/s-l225.jpg,0dde3317-5162-49d1-b5c9-6b206a086d2c,7a7c3304-cc14-4aab-9f7b-b88270d4228c,Tinkatuff,Paldean Fates,166,shiny_rare,YES,SINGLE_CARD,RAW,CARD,,,,,Donny,2026-09-16T04:13:31.953547+00:00,,
E13-0027,v1|178468995514|0,https://www.ebay.com/itm/178468995514?_skw=Tinkatuff+166+Paldean+Fates&hash=item298d94c1ba:g:E2AAAeSwwtFqm4bd,Tinkatuff 166/091 SV: Paldean Fates Holo,Ungraded,4000,,"[""FIXED_PRICE"", ""BEST_OFFER""]",joshuaeverett88,https://i.ebayimg.com/images/g/E2AAAeSwwtFqm4bd/s-l225.jpg,0dde3317-5162-49d1-b5c9-6b206a086d2c,7a7c3304-cc14-4aab-9f7b-b88270d4228c,Tinkatuff,Paldean Fates,166,shiny_rare,YES,SINGLE_CARD,RAW,CARD,,,,,Donny,2026-09-16T03:38:46.327088+00:00,,
E13-0028,v1|298677840950|0,https://www.ebay.com/itm/298677840950?_skw=Tinkatuff+166+Paldean+Fates&hash=item458a962c36:g:JeQAAeSwICxqqbo9,Pokemon Paldean Fates Tinkatuff 166/091 (NM),Ungraded,4000,,"[""FIXED_PRICE""]",friscoflippers,https://i.ebayimg.com/images/g/JeQAAeSwICxqqbo9/s-l225.jpg,0dde3317-5162-49d1-b5c9-6b206a086d2c,7a7c3304-cc14-4aab-9f7b-b88270d4228c,Tinkatuff,Paldean Fates,166,shiny_rare,YES,SINGLE_CARD,RAW,CARD,,,,,Donny,2026-09-16T04:10:30.002299+00:00,,
E13-0029,v1|318833129445|0,https://www.ebay.com/itm/318833129445?_skw=Tinkatuff+166+Paldean+Fates&hash=item4a3bef77e5:g:PfUAAeSwRqBqkGlx,Tinkatuff 166/091 Shiny Rare Paldean Fates Pokemon Holo NM,Ungraded,4000,,"[""FIXED_PRICE"", ""BEST_OFFER""]",illtcg,https://i.ebayimg.com/images/g/PfUAAeSwRqBqkGlx/s-l225.jpg,0dde3317-5162-49d1-b5c9-6b206a086d2c,7a7c3304-cc14-4aab-9f7b-b88270d4228c,Tinkatuff,Paldean Fates,166,shiny_rare,YES,SINGLE_CARD,RAW,CARD,,,,,Donny,2026-09-16T04:11:51.015122+00:00,,
E13-0030,v1|406920292490|0,https://www.ebay.com/itm/406920292490?_skw=Tinkatuff+166+Paldean+Fates&hash=item5ebe56e88a:g:IcQAAeSwCB9qAmWn,Tinkatuff 166/091 SV: Paldean Fates Holo,Ungraded,4000,,"[""FIXED_PRICE""]",pokepullsultd,https://i.ebayimg.com/images/g/IcQAAeSwCB9qAmWn/s-l225.jpg,0dde3317-5162-49d1-b5c9-6b206a086d2c,7a7c3304-cc14-4aab-9f7b-b88270d4228c,Tinkatuff,Paldean Fates,166,shiny_rare,YES,SINGLE_CARD,RAW,CARD,,,,,Donny,2026-09-16T04:12:25.267210+00:00,,
E13-0031,v1|397840552898|0,https://www.ebay.com/itm/397840552898?_skw=Tinkatuff+166+Paldean+Fates&hash=item5ca12513c2:g:mXUAAeSwe5tp3sbO,Tinkatuff 166/091 SV: Paldean Fates Holo,Ungraded,4000,,"[""FIXED_PRICE""]",blackarts.fci,https://i.ebayimg.com/images/g/mXUAAeSwe5tp3sbO/s-l225.jpg,0dde3317-5162-49d1-b5c9-6b206a086d2c,7a7c3304-cc14-4aab-9f7b-b88270d4228c,Tinkatuff,Paldean Fates,166,shiny_rare,YES,SINGLE_CARD,RAW,CARD,,,,,Donny,2026-09-16T04:14:36.648150+00:00,,
E13-0032,v1|236858582224|0,https://www.ebay.com/itm/236858582224?_skw=Lt.+Surge%27s+Bargain+185+Mega+Evolution+Pokemon+card&hash=item3725df24d0:g:94oAAeSwDe5qIhsC&amdata=enc%3AAQALAAABEACCtXRWQnOEpyOqnQQ8KGanKXbryVnz12gtiFbvJ%2BFqVhx2wOHcw7ixUAXBvecDlrSFzek6sGkwX2lIwMDkJjMLQciFeUTT4TguwdpkGlZmbFYmRDOmBLY2mDEoSaLvv3p8WMxQwl18cGMBZ20IFNnSCC%2B5XvWkkqj6JdHc%2FPiBirt5DiXo9O4uEAM%2Fn5%2Ff7HIEX2bziPHHUkLHf%2Bc435k%2B9PZv%2Ft93JXWITsuTiWxExB2hX8d3TFNoaKtqLUyvHnl%2BwAx1ZY7nix1v1WuygVS0uA3PQbuae5Xqg5bK2WMHdX6w1mxhN5Ff7jdXvnHp4zcnSQkzha4J2DqFYjxR9ZIGsuLJmhgSuRRyUh%2FgkwKg,Lt. Surge's Bargain Pokemon TCG ME01: Mega Evolution 185/132 NM,Ungraded,4000,,"[""FIXED_PRICE"", ""BEST_OFFER""]",tradrz,https://i.ebayimg.com/images/g/94oAAeSwDe5qIhsC/s-l225.jpg,10a47631-ea19-4b62-8a93-4b1b3e6b3013,780a248c-87ff-4879-955c-3d6bea287aca,Lt. Surge's Bargain,Mega Evolution,185,special_illustration_rare,YES,SINGLE_CARD,RAW,CARD,,,,,Donny,2026-09-16T04:14:20.466223+00:00,,
E13-0033,v1|389846823059|0,https://www.ebay.com/itm/389846823059?_skw=Lt.+Surge%27s+Bargain+185+Mega+Evolution+Pokemon+card&hash=item5ac4ae7093:g:QywAAeSwA4Fp0Zvt&amdata=enc%3AAQALAAABEACCtXRWQnOEpyOqnQQ8KGZTJ%2FX6Dg4fnvKmIScFrca88AaJzclf%2F0UhNz1iP943gLE%2Fwj5t5c0hsYfeWiKIauP%2FNC3aCaqNkrEzmcKcr%2F5RxB5qBEGrZGiDabVR%2FJm7BaWqNn4BZEsXHQxlyUfuUpbfeMVUZPEi4pMwUWYqfcMuj2Mur6A3SfIRrH%2Fcmb%2F2yvONKaLYgoBXv0bUDU1Njuhj0f8hQAnZsqk2%2BiPraMEHAjB9rDLydMLw74M8jt4eIfBLOaGhpSvcrEm3t2xXdCOh8iirNkELsktbb0pw5xfoS0X7h%2BCLFvTaQGd9hbsrMzsGuGemo3Ai1aiBlb09lP%2BnA7uRszImneazw7MuoZGT,Pokémon Lt. Surge's Bargain Full Art Holo Trainer 185/132 Special Illustration,Ungraded,4000,,"[""FIXED_PRICE""]",codycardcollective,https://i.ebayimg.com/images/g/QywAAeSwA4Fp0Zvt/s-l225.jpg,10a47631-ea19-4b62-8a93-4b1b3e6b3013,780a248c-87ff-4879-955c-3d6bea287aca,Lt. Surge's Bargain,Mega Evolution,185,special_illustration_rare,YES,SINGLE_CARD,RAW,CARD,,,,,Donny,2026-09-16T04:11:20.356482+00:00,,
