set_id,set_name,card_id,card_variant_id,card_name,card_number,rarity,treatment,printing_type,market_price,pack_price,value_in_packs,image_url,human_label,labeler_id,label_confidence,notes
0f7e51e2-5a78-4500-9c9c-f690e934a069,Phantasmal Flames,ca7326e0-ca33-4ff4-a497-d9eed2a90a46,a32175cb-d239-4137-a8b8-a38377dfe87f,Zacian,100/094,illustration rare,,holo,4.71,11.08,0.4,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,c000fd99-145d-45c1-8a68-f3b38c6918ab,b0753c05-a01f-419a-a0a4-7b0b1e1592b1,Mew ex,232/091,special illustration rare,,holo,964.98,23.11,41.8,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,c000fd99-145d-45c1-8a68-f3b38c6918ab,b0753c05-a01f-419a-a0a4-7b0b1e1592b1,Mew ex,232/091,special illustration rare,,holo,964.98,23.11,41.8,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,3f4944fd-9c1b-4711-b6ea-e438e8e7d3b8,c2d7a5e7-cfdd-4f37-9748-a2259857c6e3,Charizard ex,234/091,special illustration rare,,holo,281.55,23.11,12.2,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,3f4944fd-9c1b-4711-b6ea-e438e8e7d3b8,c2d7a5e7-cfdd-4f37-9748-a2259857c6e3,Charizard ex,234/091,special illustration rare,,holo,281.55,23.11,12.2,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,81f1c9f8-0ee1-4eb0-879f-86fa21990e5c,aa526ad7-a005-487c-9df2-7539fed26c08,Gardevoir ex,233/091,special illustration rare,,holo,176.19,23.11,7.6,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,81f1c9f8-0ee1-4eb0-879f-86fa21990e5c,aa526ad7-a005-487c-9df2-7539fed26c08,Gardevoir ex,233/091,special illustration rare,,holo,176.19,23.11,7.6,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,645b3904-b3b2-40fe-9edb-28a61bfc2e11,1905f132-0a7f-4dc5-8cab-ea59012cbaaa,Pikachu,131/091,shiny rare,,holo,78.23,23.11,3.4,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,645b3904-b3b2-40fe-9edb-28a61bfc2e11,1905f132-0a7f-4dc5-8cab-ea59012cbaaa,Pikachu,131/091,shiny rare,,holo,78.23,23.11,3.4,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,9130592e-3583-4c06-8167-09994f0b08b2,8a8d4485-8531-4317-b8ff-1b1e2dcac8b2,Snorlax,202/091,shiny rare,,holo,51.45,23.11,2.2,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,9130592e-3583-4c06-8167-09994f0b08b2,8a8d4485-8531-4317-b8ff-1b1e2dcac8b2,Snorlax,202/091,shiny rare,,holo,51.45,23.11,2.2,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,ef26c07f-8dde-4682-b906-389974e986de,474b2928-a21d-4287-b701-8115d06040ac,Mimikyu,160/091,shiny rare,,holo,50.24,23.11,2.2,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,ef26c07f-8dde-4682-b906-389974e986de,474b2928-a21d-4287-b701-8115d06040ac,Mimikyu,160/091,shiny rare,,holo,50.24,23.11,2.2,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,14731479-65c3-44c1-a79f-ba7c5d0329f1,e542c144-d2bc-4629-8ad6-5ed122cd0e1a,Charmander,109/091,shiny rare,,holo,47.62,23.11,2.1,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,14731479-65c3-44c1-a79f-ba7c5d0329f1,e542c144-d2bc-4629-8ad6-5ed122cd0e1a,Charmander,109/091,shiny rare,,holo,47.62,23.11,2.1,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,81482afe-74bc-4a77-b275-18f3e5bf0260,b7b83ebb-3ca9-4753-98f1-7301024607f6,Ditto,201/091,shiny rare,,holo,39.73,23.11,1.7,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,81482afe-74bc-4a77-b275-18f3e5bf0260,b7b83ebb-3ca9-4753-98f1-7301024607f6,Ditto,201/091,shiny rare,,holo,39.73,23.11,1.7,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,10ac8163-a5e7-46de-9753-58b93cd4cafe,d4dd387c-fc26-4d69-8219-3ce0c419fd57,Mew ex,216/091,shiny ultra rare,,holo,35.89,23.11,1.6,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,10ac8163-a5e7-46de-9753-58b93cd4cafe,d4dd387c-fc26-4d69-8219-3ce0c419fd57,Mew ex,216/091,shiny ultra rare,,holo,35.89,23.11,1.6,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,2c16a081-584c-4ab1-b802-6615133559e9,10313a46-1127-45dc-8d5b-3067d2075c87,Maushold,210/091,shiny rare,,holo,30.89,23.11,1.3,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,2c16a081-584c-4ab1-b802-6615133559e9,10313a46-1127-45dc-8d5b-3067d2075c87,Maushold,210/091,shiny rare,,holo,30.89,23.11,1.3,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,86d48b75-0754-433c-830e-c69ccf3cea59,8e878a99-0a45-48bd-9d92-20fd5e5c53f1,Tandemaus,209/091,shiny rare,,holo,28.66,23.11,1.2,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,86d48b75-0754-433c-830e-c69ccf3cea59,8e878a99-0a45-48bd-9d92-20fd5e5c53f1,Tandemaus,209/091,shiny rare,,holo,28.66,23.11,1.2,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,a65246a7-a71a-4ec7-b1b2-a336a65bf00d,8e5bac70-16e6-4042-931c-29806f45f37d,Iono,237/091,special illustration rare,,holo,25.68,23.11,1.1,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,a65246a7-a71a-4ec7-b1b2-a336a65bf00d,8e5bac70-16e6-4042-931c-29806f45f37d,Iono,237/091,special illustration rare,,holo,25.68,23.11,1.1,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,b6619ecf-a8f0-418d-9d8c-4efe14cac703,2a838729-5549-406c-8c31-14320d1ac92f,Lucario,174/091,shiny rare,,holo,25.62,23.11,1.1,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,b6619ecf-a8f0-418d-9d8c-4efe14cac703,2a838729-5549-406c-8c31-14320d1ac92f,Lucario,174/091,shiny rare,,holo,25.62,23.11,1.1,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,28da5f9f-c735-4c98-9343-4a4a2c0b73af,8d0b45b2-6ae9-4b39-9f15-fba2db209b50,Clive,236/091,special illustration rare,,holo,24.72,23.11,1.1,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,28da5f9f-c735-4c98-9343-4a4a2c0b73af,8d0b45b2-6ae9-4b39-9f15-fba2db209b50,Clive,236/091,special illustration rare,,holo,24.72,23.11,1.1,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,ceeaadd2-f460-40fd-a259-fbb8dca30368,8340c44b-138f-4125-a1ca-07db89fdea17,Jigglypuff,198/091,shiny rare,,holo,24.53,23.11,1.1,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,ceeaadd2-f460-40fd-a259-fbb8dca30368,8340c44b-138f-4125-a1ca-07db89fdea17,Jigglypuff,198/091,shiny rare,,holo,24.53,23.11,1.1,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,e04a9509-1156-40d3-82f6-d4809246dd64,1483f315-e463-4553-91d2-a98c663b000a,Slowpoke,116/091,shiny rare,,holo,19.50,23.11,0.8,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,e04a9509-1156-40d3-82f6-d4809246dd64,1483f315-e463-4553-91d2-a98c663b000a,Slowpoke,116/091,shiny rare,,holo,19.50,23.11,0.8,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,f113d8db-79a9-4190-840b-307b7c6104bd,742e447c-e25c-44b7-959f-b6d6aeb79d64,Slowbro,117/091,shiny rare,,holo,18.56,23.11,0.8,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,f113d8db-79a9-4190-840b-307b7c6104bd,742e447c-e25c-44b7-959f-b6d6aeb79d64,Slowbro,117/091,shiny rare,,holo,18.56,23.11,0.8,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,c0303d78-1487-4011-8041-69c87b2e5d68,aa8c2dc7-afee-4362-ab23-fb03e6763490,Raichu,132/091,shiny rare,,holo,18.46,23.11,0.8,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,c0303d78-1487-4011-8041-69c87b2e5d68,aa8c2dc7-afee-4362-ab23-fb03e6763490,Raichu,132/091,shiny rare,,holo,18.46,23.11,0.8,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,5d3e3c76-a8b0-4554-9fdc-33d8ed6250a3,7ef1da5c-0f90-4937-96c8-560216961663,Lechonk,207/091,shiny rare,,holo,17.50,23.11,0.8,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,5d3e3c76-a8b0-4554-9fdc-33d8ed6250a3,7ef1da5c-0f90-4937-96c8-560216961663,Lechonk,207/091,shiny rare,,holo,17.50,23.11,0.8,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,de16cd44-5396-43b7-b26b-d133155a5036,e7f5e594-b475-4d15-bb2e-677a00d1dfaa,Shinx,135/091,shiny rare,,holo,15.88,23.11,0.7,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,de16cd44-5396-43b7-b26b-d133155a5036,e7f5e594-b475-4d15-bb2e-677a00d1dfaa,Shinx,135/091,shiny rare,,holo,15.88,23.11,0.7,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,0aafe86f-09bf-43b7-a4fa-f9b4745f555d,974658a6-9cff-4bc0-96df-580acd12e291,Miraidon ex,243/091,hyper rare,,holo,15.71,23.11,0.7,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,0aafe86f-09bf-43b7-a4fa-f9b4745f555d,974658a6-9cff-4bc0-96df-580acd12e291,Miraidon ex,243/091,hyper rare,,holo,15.71,23.11,0.7,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,12c7495d-c3a9-4fee-8722-ea8b45b0f959,8090c8d3-2d40-453e-91e2-a0fa550a724c,Abra,148/091,shiny rare,,holo,15.40,23.11,0.7,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,12c7495d-c3a9-4fee-8722-ea8b45b0f959,8090c8d3-2d40-453e-91e2-a0fa550a724c,Abra,148/091,shiny rare,,holo,15.40,23.11,0.7,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,2a5631a9-62c6-4002-8f73-692910fe0a53,21ca79bb-abb5-413a-a7d3-e1e88b24bfcf,Penny,239/091,special illustration rare,,holo,14.70,23.11,0.6,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,2a5631a9-62c6-4002-8f73-692910fe0a53,21ca79bb-abb5-413a-a7d3-e1e88b24bfcf,Penny,239/091,special illustration rare,,holo,14.70,23.11,0.6,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,1039bedd-599f-420f-b393-d1c9877424ae,426acee7-0a7c-4819-8fd0-cf7156e0645e,Charmeleon,110/091,shiny rare,,holo,14.26,23.11,0.6,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,1039bedd-599f-420f-b393-d1c9877424ae,426acee7-0a7c-4819-8fd0-cf7156e0645e,Charmeleon,110/091,shiny rare,,holo,14.26,23.11,0.6,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,d27bd2dc-506f-461e-a334-c27c4cfe2add,ab2b6af9-a17a-46a6-a28a-a404f54e3c34,Riolu,173/091,shiny rare,,holo,13.22,23.11,0.6,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,d27bd2dc-506f-461e-a334-c27c4cfe2add,ab2b6af9-a17a-46a6-a28a-a404f54e3c34,Riolu,173/091,shiny rare,,holo,13.22,23.11,0.6,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,427e91d6-c010-49fb-9c47-3b3c26d3c19e,b789c8c7-0394-49e0-afc4-bd3e9d90be99,Koraidon ex,245/091,hyper rare,,holo,13.05,23.11,0.6,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,427e91d6-c010-49fb-9c47-3b3c26d3c19e,b789c8c7-0394-49e0-afc4-bd3e9d90be99,Koraidon ex,245/091,hyper rare,,holo,13.05,23.11,0.6,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,d8cdf559-7400-44f8-9f74-0a62840c8792,59a1b464-2348-4de1-bb4b-be884d62024b,Entei,112/091,shiny rare,,holo,12.37,23.11,0.5,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,d8cdf559-7400-44f8-9f74-0a62840c8792,59a1b464-2348-4de1-bb4b-be884d62024b,Entei,112/091,shiny rare,,holo,12.37,23.11,0.5,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,4596a130-58ff-4868-bbed-a86ba4607eaa,80bbebe3-b021-42a4-b230-5f96e4f16a5f,Paldean Wooper,180/091,shiny rare,,holo,12.18,23.11,0.5,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,4596a130-58ff-4868-bbed-a86ba4607eaa,80bbebe3-b021-42a4-b230-5f96e4f16a5f,Paldean Wooper,180/091,shiny rare,,holo,12.18,23.11,0.5,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,fc2df32f-c7f1-48f8-af3e-65671eac76e5,eba0d854-903e-4bf3-b130-7809897a46fa,Chi-Yu ex,241/091,hyper rare,,holo,12.02,23.11,0.5,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,fc2df32f-c7f1-48f8-af3e-65671eac76e5,eba0d854-903e-4bf3-b130-7809897a46fa,Chi-Yu ex,241/091,hyper rare,,holo,12.02,23.11,0.5,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,cd3ffc54-3278-4af0-8ba3-8dc295a10c9e,04b672b0-fa24-4809-9d2b-855b461bb8fd,Oddish,092/091,shiny rare,,holo,11.66,23.11,0.5,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,cd3ffc54-3278-4af0-8ba3-8dc295a10c9e,04b672b0-fa24-4809-9d2b-855b461bb8fd,Oddish,092/091,shiny rare,,holo,11.66,23.11,0.5,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,a4ea224d-a363-4c2c-be4c-be6451e56f16,32f9bf56-8cb8-4e4a-abaa-9325a279b6f7,Ceruledge,162/091,shiny rare,,holo,11.52,23.11,0.5,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,a4ea224d-a363-4c2c-be4c-be6451e56f16,32f9bf56-8cb8-4e4a-abaa-9325a279b6f7,Ceruledge,162/091,shiny rare,,holo,11.52,23.11,0.5,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,76146285-412d-4250-b6e2-3369028dbde8,9f0bba91-38f9-44ba-a246-dce8a2720029,Luxray,137/091,shiny rare,,holo,11.23,23.11,0.5,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,76146285-412d-4250-b6e2-3369028dbde8,9f0bba91-38f9-44ba-a246-dce8a2720029,Luxray,137/091,shiny rare,,holo,11.23,23.11,0.5,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,34a25599-a3c0-40cd-855e-bb0abb2b86bc,055bd0d2-9fcb-4c7d-bd0b-01c036d13c44,Dachsbun,161/091,shiny rare,,holo,10.61,23.11,0.5,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,34a25599-a3c0-40cd-855e-bb0abb2b86bc,055bd0d2-9fcb-4c7d-bd0b-01c036d13c44,Dachsbun,161/091,shiny rare,,holo,10.61,23.11,0.5,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,deb6969e-f866-4c43-be6c-10ed6be6ccf5,d0142473-256b-4325-9d24-ce486850720e,Chien-Pao ex,242/091,hyper rare,,holo,10.59,23.11,0.5,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,deb6969e-f866-4c43-be6c-10ed6be6ccf5,d0142473-256b-4325-9d24-ce486850720e,Chien-Pao ex,242/091,hyper rare,,holo,10.59,23.11,0.5,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,5a64b626-42a9-4ff4-8577-1f59c3f2d01c,a239d9c5-a35f-42ee-9580-09d78f1c857d,Tinkaton,167/091,shiny rare,,holo,10.48,23.11,0.5,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,5a64b626-42a9-4ff4-8577-1f59c3f2d01c,a239d9c5-a35f-42ee-9580-09d78f1c857d,Tinkaton,167/091,shiny rare,,holo,10.48,23.11,0.5,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,361aef85-0c99-4101-8e80-c11ab4b03db7,9326d67b-4017-4430-ac3c-bae6eb088be7,Pachirisu,138/091,shiny rare,,holo,10.46,23.11,0.5,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,361aef85-0c99-4101-8e80-c11ab4b03db7,9326d67b-4017-4430-ac3c-bae6eb088be7,Pachirisu,138/091,shiny rare,,holo,10.46,23.11,0.5,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,6c007011-af2d-4ed5-bf38-74a06f426d6e,dc493696-c153-4c01-a732-52e6b495c353,Scyther,095/091,shiny rare,,holo,10.15,23.11,0.4,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,6c007011-af2d-4ed5-bf38-74a06f426d6e,dc493696-c153-4c01-a732-52e6b495c353,Scyther,095/091,shiny rare,,holo,10.15,23.11,0.4,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,367b03af-6fd3-436e-a0db-d80516111b61,e32bd486-b2c4-4d65-9781-5baa6c8ea899,Scizor,191/091,shiny rare,,holo,9.80,23.11,0.4,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,367b03af-6fd3-436e-a0db-d80516111b61,e32bd486-b2c4-4d65-9781-5baa6c8ea899,Scizor,191/091,shiny rare,,holo,9.80,23.11,0.4,,,,,
fd1538dd-36b9-4d02-98dc-fd65a5230d27,Paldean Fates,aa766a7a-72d5-4b02-8a0f-b542d1651c30,6787efaa-7377-4f85-a9e0-c7704388b9f1,Ralts,153/091,shiny rare,,holo,9.78,23.11,0.4,,,,,
